workflow,process,a,c,M,runtime_sec,safe_old_bytes,safe_new_bytes,OOM_old,OOM_new,waste_old_GBh,waste_new_GBh
iwd,demToGraph,30900356.0,,289296384.0,6.206,316529253.21734524,588629246.49701,0,0,4.372227998110066e-05,0.0004805779044869366
iwd,demToGraph,30916483.0,,289226752.0,6.08,317782192.4236449,368789504.67143685,0,0,4.491486218648265e-05,0.00012514428138379421
iwd,demToGraph,30901012.0,,317636608.0,6.719,313944650.3210418,349425919.94784003,1,0,0.0,5.525650326616266e-05
iwd,demToGraph,30900471.0,,310382592.0,6.816,323726385.3083423,537201556.4235635,0,0,2.3529165111290953e-05,0.00039995080416582545
iwd,demToGraph,30901051.0,,311574528.0,6.821,327517783.544071,338758621.5333104,0,0,2.8133430121391086e-05,4.796898561392971e-05
iwd,demToGraph,30900956.0,,301015040.0,6.515,321685436.5724641,365333217.43460464,0,0,3.4838613140708155e-05,0.00010840411763287699
iwd,demToGraph,30900473.0,,308510720.0,6.95,310570862.83941597,536348103.41863555,0,0,3.7040749600832282e-06,0.00040964477352992455
iwd,demToGraph,30901049.0,,311754752.0,6.61,320688562.75546473,339297654.19851655,0,0,1.5276921161145667e-05,4.709868576279178e-05
iwd,demToGraph,30900355.0,,317542400.0,6.479,309150866.7583562,589097384.2974691,1,0,0.0,0.00045515926535740663
iwd,demToGraph,30914511.0,,290349056.0,5.931,305615758.4097108,379396463.3596819,0,0,2.3424525018780104e-05,0.00013663024047862358
iwd,demToGraph,30900356.0,,313999360.0,6.56,316529253.21734524,588629246.49701,0,0,4.293422811195037e-06,0.0004660679791692813
iwd,demToGraph,30900739.0,,312348672.0,6.851,315823803.4190218,434119120.79497254,0,0,6.159179055369524e-06,0.00021582090210334008
iwd,demToGraph,30915632.0,,293728256.0,5.665,305293452.1278016,360082360.6070676,0,0,1.694925234549473e-05,9.724456470227849e-05
iwd,demToGraph,30916213.0,,289226752.0,6.094,304411121.63654065,360211570.8537687,0,0,2.3938495191093205e-05,0.00011190913982246136
iwd,demToGraph,30900741.0,,314130432.0,6.954,324564547.55514085,433429441.00339526,0,0,1.877102368885069e-05,0.0002146194866469364
iwd,demToGraph,30900784.0,,311644160.0,6.625,315725503.2524355,418863499.85207385,0,0,6.994982520994115e-06,0.0001837623943367738
iwd,demToGraph,30900784.0,,301867008.0,6.295,315725503.2524355,418863499.85207385,0,0,2.2568850574725594e-05,0.00019053124414156834
iwd,demToGraph,30900965.0,,312659968.0,6.821,314410993.9756878,362728685.5880761,0,0,3.089856196030999e-06,8.83511377985556e-05
iwd,demToGraph,30900742.0,,310583296.0,6.721,324564547.55514085,433085012.0986935,0,0,2.4309586656513127e-05,0.00021299710339435038
iwd,demToGraph,30900956.0,,309129216.0,6.926,321685436.5724641,365333217.43460464,0,0,2.2497748253682425e-05,0.00010070414642908708
iwd,demToGraph,30900469.0,,305209344.0,6.403,321581979.5362447,538056367.5621326,0,0,2.7120626981311878e-05,0.0003857019388086719
