workflow,process,a,c,M,runtime_sec,safe_old_bytes,safe_new_bytes,OOM_old,OOM_new,waste_old_GBh,waste_new_GBh
iwd,extractTroughTransects,10691401.0,,114429952.0,6.824,168416359.8104896,247304545.51244748,0,0,9.53061834440207e-05,0.00023457331017098015
iwd,extractTroughTransects,10700873.0,,113766400.0,6.614,168718937.62467027,250141614.4366478,0,0,9.402634882512221e-05,0.0002333443374590298
iwd,extractTroughTransects,10625908.0,,109649920.0,6.073,162852151.3883236,228485552.28430945,0,0,8.358546409064937e-05,0.0001867014073618303
iwd,extractTroughTransects,10614151.0,,110460928.0,5.676,161933476.8927055,225250505.7971934,0,0,7.558153205318284e-05,0.0001685553239598637
iwd,extractTroughTransects,10687646.0,,113811456.0,6.701,167577533.69321698,246188080.0886566,0,0,9.320637175561006e-05,0.0002294819589958029
iwd,extractTroughTransects,10505662.0,,103251968.0,3.977,158126143.4369685,236398511.8486741,0,0,5.645744598595419e-05,0.00013698818702410513
iwd,extractTroughTransects,10517518.0,,104144896.0,4.092,154168744.2247109,232706114.16543454,0,0,5.29554121339893e-05,0.00013609533320619777
iwd,extractTroughTransects,10496391.0,,102862848.0,3.963,158053189.65111026,240059023.39160618,0,0,5.6582845531028895e-05,0.00014065776306849577
iwd,extractTroughTransects,10384677.0,,99344384.0,2.313,143305505.5942657,169979874.1838855,0,0,2.6305225327905002e-05,4.226649407590409e-05
iwd,extractTroughTransects,10465155.0,,102916096.0,3.555,152225082.89660144,258230239.4672192,0,0,4.534854047037095e-05,0.00014283947336848728
iwd,extractTroughTransects,10579113.0,,107188224.0,4.89,164019761.23615408,217536105.32943517,0,0,7.189453711029386e-05,0.00013959520074770113
iwd,extractTroughTransects,10390796.0,,98705408.0,2.439,144451818.5095153,171274515.47734603,0,0,2.886466041225624e-05,4.578900552904413e-05
iwd,extractTroughTransects,10500995.0,,103497728.0,3.817,153830611.47877505,237869167.16039494,0,0,4.970174081998266e-05,0.00013268650594147426
iwd,extractTroughTransects,10371661.0,,96014336.0,1.832,142142740.79987356,167255950.92240202,0,0,2.1862082802527162e-05,3.376423033001949e-05
iwd,extractTroughTransects,10445309.0,,100577280.0,3.016,148129623.39909846,226004964.92750627,0,0,3.7102304940132876e-05,9.786386708764125e-05
iwd,extractTroughTransects,10402275.0,,100114432.0,2.294,147816749.5781215,173727777.1338291,0,0,2.8309390705340323e-05,4.368653462397864e-05
iwd,extractTroughTransects,9084969.0,,3321856.0,0.335,6885735.880492171,30367830.67283991,0,0,3.0886272174535876e-07,2.343932351770441e-06
iwd,extractTroughTransects,10394362.0,,96157696.0,2.024,141509498.2384107,172033188.43060791,0,0,2.3746668394899018e-05,3.972918537123294e-05
iwd,extractTroughTransects,10362141.0,,95956992.0,1.408,142082628.7718976,165289209.1310021,0,0,1.680129119061343e-05,2.5254302171899975e-05
iwd,extractTroughTransects,10358502.0,,95920128.0,1.515,142716841.71024722,164543078.26884755,0,0,1.834111010630525e-05,2.6895501562214154e-05
iwd,extractTroughTransects,10390955.0,,95539200.0,1.959,141509498.2384107,171308277.1751246,0,0,2.3297503551532046e-05,3.839936681352273e-05
iwd,extractTroughTransects,10369091.0,,97062912.0,1.733,142142740.79987356,166722897.21629336,0,0,2.021056478589072e-05,3.1230545494042234e-05
iwd,extractTroughTransects,10426548.0,,99713024.0,2.77,149949829.2770485,192246629.07540888,0,0,3.599974394502334e-05,6.63096721746862e-05
iwd,extractTroughTransects,10317879.0,,3321856.0,0.858,4899600.840360527,156422124.7851766,0,0,3.502044705232533e-07,3.398293386567423e-05
iwd,extractTroughTransects,10309585.0,,3387392.0,0.679,4899600.840360527,154810207.3726322,0,0,2.656312562641165e-07,2.6598596437838675e-05
iwd,extractTroughTransects,10365927.0,,96681984.0,1.812,142169331.35229963,166068791.83718297,0,0,2.1322908035781373e-05,3.252615526136827e-05
iwd,extractTroughTransects,11073072.0,,129507328.0,12.073,190559594.84757677,388554767.1273165,0,0,0.0001906841625073496,0.0008090812435022069
iwd,extractTroughTransects,10923232.0,,125587456.0,10.855,185334555.07869002,326014431.8041181,0,0,0.00016778158036867265,0.0005628382844937609
iwd,extractTroughTransects,11071810.0,,129490944.0,12.306,190559594.84757677,387984743.0326896,0,0,0.0001944163859020607,0.0008229333625113689
iwd,extractTroughTransects,10983826.0,,127430656.0,11.1,186295720.86345258,350092526.8222033,0,0,0.00016903562160424155,0.0006393909159754032
iwd,extractTroughTransects,10988847.0,,126865408.0,12.128,187531800.03883412,352159538.1464074,0,0,0.00019034215628039618,0.0007068653514442214
iwd,extractTroughTransects,11022108.0,,127225856.0,12.318,187680680.19831166,366139006.0396651,0,0,0.00019264990165695212,0.0007613386602318418
iwd,extractTroughTransects,11063892.0,,128798720.0,12.248,189029283.65606722,384425881.1713783,0,0,0.00019084453780915777,0.0008099716234401286
iwd,extractTroughTransects,11081058.0,,128819200.0,13.106,189208783.62275615,392179856.2864062,0,0,0.0002047527899551314,0.0008929326202331421
iwd,extractTroughTransects,11069814.0,,129142784.0,11.938,188655796.47618046,387084758.0384806,0,0,0.00018379815102364516,0.0007966200319406942
iwd,extractTroughTransects,11075961.0,,128061440.0,12.764,187647149.60446006,389862589.0870177,0,0,0.00019675534564984347,0.0008644820364157705
iwd,extractTroughTransects,10776073.0,,116510720.0,8.261,172930670.32745048,285771921.625071,0,0,0.00012057657706837595,0.0003617326176996217
iwd,extractTroughTransects,10768257.0,,138219520.0,8.439,182356016.50662655,277945264.2941964,0,0,9.635771056104797e-05,0.00030504579865340653
iwd,extractTroughTransects,10922429.0,,124878848.0,10.054,185334555.07869002,325705860.656771,0,0,0.0001572439030457364,0.0005223464389567511
iwd,extractTroughTransects,10893139.0,,122605568.0,10.451,181998107.11730272,314632910.1100068,0,0,0.00016057848990246309,0.0005191807098044293
iwd,extractTroughTransects,10834183.0,,143831040.0,9.415,190682711.33958668,293390200.3917992,0,0,0.00011411508070879525,0.0003642763464113463
iwd,extractTroughTransects,10980878.0,,126709760.0,11.855,188282725.49753958,348884134.0536861,0,0,0.00018883794183256408,0.0006813859164524535
iwd,extractTroughTransects,10814360.0,,120020992.0,9.073,177350301.65617645,290591840.5495677,0,0,0.00013456287341360234,0.0004003624610008433
iwd,extractTroughTransects,10827333.0,,120369152.0,9.098,190076663.5767584,291009782.10050726,0,0,0.00016406771942283652,0.000401629872996364
iwd,extractTroughTransects,10845772.0,,122060800.0,9.867,190682711.33958668,297458385.57270986,0,0,0.00017516428790668382,0.0004477198693192275
iwd,extractTroughTransects,10756221.0,,137699328.0,8.405,181171242.58547595,268965910.12282383,0,0,9.452444037912137e-05,0.0002854233666484384
iwd,extractTroughTransects,10704108.0,,113774592.0,7.045,168825608.10146287,251117423.52135286,0,0,0.00010033303882999292,0.0002503137021604746
iwd,extractTroughTransects,10634550.0,,111341568.0,6.835,162852151.3883236,230890745.84532836,0,0,9.108201224439463e-05,0.00021138917410870893
iwd,extractTroughTransects,10678219.0,,113303552.0,6.774,167577533.69321698,243405626.34221214,0,0,9.511182291377642e-05,0.00022799590281576774
iwd,extractTroughTransects,10687360.0,,113012736.0,6.99,167577533.69321698,246103235.19581068,0,0,9.867050578289631e-05,0.00024066994519767577
iwd,extractTroughTransects,10555233.0,,107155456.0,4.948,157629612.3054541,221365533.36909732,0,0,6.460950125199922e-05,0.00014619473958343826
iwd,extractTroughTransects,10814371.0,,119832576.0,8.816,177350301.65617645,290582336.3953842,0,0,0.00013118099353608665,0.0003894299185021747
iwd,extractTroughTransects,10794141.0,,116719616.0,8.316,174769401.03892308,302134513.173237,0,0,0.0001248857038467306,0.0003988932934311941
iwd,extractTroughTransects,10492915.0,,103157760.0,3.805,152246605.30980974,242364645.06532013,0,0,4.832091027348874e-05,0.00013702916335147473
iwd,extractTroughTransects,10611813.0,,109240320.0,5.89,161933476.8927055,224612241.4697702,0,0,8.029105092554958e-05,0.00017579764372383202
iwd,extractTroughTransects,10489192.0,,103309312.0,3.628,152246605.30980974,244859527.1653896,0,0,4.593088915778266e-05,0.00013285424679829053
iwd,extractTroughTransects,10516524.0,,105811968.0,4.316,154168744.2247109,233013296.2047628,0,0,5.399286907007201e-05,0.0001420269338754927
iwd,extractTroughTransects,10453778.0,,106536960.0,3.186,152635704.275142,242738034.21326694,0,0,3.799552906630624e-05,0.00011225971456499886
iwd,extractTroughTransects,10374596.0,,95789056.0,2.002,141548128.31644136,167866633.20034456,0,0,2.369948527711433e-05,3.7330334580578375e-05
iwd,extractTroughTransects,10574552.0,,119336960.0,5.246,164019761.23615408,217604598.12835366,0,0,6.0640993446542236e-05,0.00013336333074227786
iwd,extractTroughTransects,10626427.0,,109907968.0,5.988,162852151.3883236,228629342.65751156,0,0,8.201582826293223e-05,0.00018391126752551108
iwd,extractTroughTransects,10406229.0,,100245504.0,2.248,147457622.5278514,174580292.52347773,0,0,2.7456642245100285e-05,4.3230080718582796e-05
iwd,extractTroughTransects,10398228.0,,96124928.0,1.99,145534781.28761968,172859187.913763,0,0,2.543690512017946e-05,3.950390375643253e-05
iwd,extractTroughTransects,10433231.0,,100372480.0,2.935,148031703.32366696,203657686.010031,0,0,3.6187009589685157e-05,7.84230728011374e-05
iwd,extractTroughTransects,10424602.0,,100032512.0,2.698,147659201.92271662,189044392.86771014,0,0,3.324221649193966e-05,6.212802567133317e-05
iwd,extractTroughTransects,10327720.0,,94810112.0,1.352,14982908.974541852,158354773.47929236,1,0,0.0,2.2225594748226327e-05
iwd,extractTroughTransects,10333253.0,,95113216.0,1.113,23381929.522754904,159451033.97218817,1,0,0.0,1.8525038587924258e-05
iwd,extractTroughTransects,10360289.0,,96587776.0,1.827,142716841.71024722,164909090.90839782,0,0,2.1802727922751067e-05,3.2291810322564e-05
iwd,extractTroughTransects,10403101.0,,100511744.0,2.313,147816749.5781215,173905551.6864939,0,0,2.8306121084786088e-05,4.3917001633506576e-05
iwd,extractTroughTransects,11216145.0,,149823488.0,15.733,225042124.4166276,458425936.58284384,0,0,0.00030615025684827365,0.0012560546614317333
iwd,extractTroughTransects,11066527.0,,126111744.0,13.775,188655796.47618046,385606864.01146424,0,0,0.000222882132475209,0.0009247374198704544
iwd,extractTroughTransects,11152609.0,,129077248.0,13.92,189143054.78995103,426079260.23314446,0,0,0.00021630381506042924,0.001069538090969273
iwd,extractTroughTransects,11118409.0,,127922176.0,13.808,211190333.512368,409552473.7077677,0,0,0.0002974454724671674,0.0010060227038206472
iwd,extractTroughTransects,10999883.0,,125296640.0,13.013,186565907.54153448,356742385.9592751,0,0,0.00020626129854625408,0.0007791557173782875
iwd,extractTroughTransects,11071538.0,,127950848.0,13.182,188655796.47618046,387861986.306449,0,0,0.00020701557988016633,0.0008863470996097792
iwd,extractTroughTransects,10985033.0,,126042112.0,11.848,186295720.86345258,350588392.14303535,0,0,0.00018468249739618203,0.0006882536760879792
iwd,extractTroughTransects,10970033.0,,127606784.0,10.874,186695667.87452415,344471771.9286163,0,0,0.00016622362328578812,0.0006100654081378788
iwd,extractTroughTransects,11012393.0,,127500288.0,11.929,188152702.72209087,362003817.96237195,0,0,0.00018717582834776441,0.0007236874685418727
iwd,extractTroughTransects,10801958.0,,139079680.0,8.429,183936339.20796296,302639949.7031513,0,0,9.781390750985588e-05,0.0003566576150680225
iwd,extractTroughTransects,11055826.0,,128925696.0,12.14,189411164.42952198,380831478.5581864,0,0,0.0001899622760336424,0.0007911420220965477
iwd,extractTroughTransects,10856073.0,,122535936.0,9.892,181179740.67833006,301118045.3412426,0,0,0.00015007345313155634,0.00045700366753763307
iwd,extractTroughTransects,10707609.0,,114085888.0,7.05,168825608.10146287,252177424.3634244,0,0,9.983649340647408e-05,0.00025185687347474144
iwd,extractTroughTransects,10708897.0,,129179648.0,7.389,185712441.89989835,252568430.58369523,0,0,0.00010806467335628473,0.00023586254217944523
iwd,extractTroughTransects,10511898.0,,105717760.0,4.315,154300633.81020495,234448626.07423857,0,0,5.423275042196797e-05,0.00014370144011409836
iwd,extractTroughTransects,10547967.0,,106045440.0,4.854,157289411.39290792,223503415.42319927,0,0,6.434875983878738e-05,0.0001474958877348779
iwd,extractTroughTransects,10610050.0,,108998656.0,6.177,161933476.8927055,224132053.44116193,0,0,8.458954299030253e-05,0.00018398251487823235
iwd,extractTroughTransects,10534269.0,,106184704.0,4.64,158928364.35623658,227594204.40733626,0,0,6.331197711870325e-05,0.0001457364820694241
iwd,extractTroughTransects,10537185.0,,106917888.0,4.422,158928364.35623658,226716691.47394532,0,0,5.949866193431485e-05,0.0001370467837904544
iwd,extractTroughTransects,10433203.0,,99999744.0,2.788,148031703.32366696,203608506.71208227,0,0,3.464341541192998e-05,7.47286069003258e-05
iwd,extractTroughTransects,10450684.0,,100679680.0,3.117,148542593.08477792,237576764.2676479,0,0,3.859522340748169e-05,0.00011038971952635032
iwd,extractTroughTransects,10294047.0,,12271616.0,0.364,6885735.880492171,151831602.66700047,1,0,0.0,1.3141953683041287e-05
iwd,extractTroughTransects,10381634.0,,95789056.0,2.056,141202787.03497994,169339410.69695687,0,0,2.4155049017712983e-05,3.91206003665881e-05
iwd,extractTroughTransects,10369224.0,,95911936.0,1.707,142142740.79987356,166750444.77020383,0,0,2.0415621445768865e-05,3.128243570700752e-05
iwd,extractTroughTransects,10390449.0,,95535104.0,1.958,144451818.5095153,171200855.59902695,0,0,2.47780769156993e-05,3.832742717502399e-05
iwd,extractTroughTransects,10305468.0,,3276800.0,0.538,4942453.833470641,154015782.10869867,0,0,2.3182734081501057e-07,2.0979999971907145e-05
iwd,extractTroughTransects,10437827.0,,100241408.0,2.756,148129623.39909846,211891389.237828,0,0,3.4143300116454185e-05,7.960411106636073e-05
iwd,extractTroughTransects,10437009.0,,100450304.0,3.0,148177031.44809294,210402243.72920898,0,0,3.7040815570774284e-05,8.533393632714402e-05
iwd,extractTroughTransects,10304413.0,,3301376.0,0.595,4942453.833470641,153812813.15191698,0,0,2.5260606545619437e-07,2.3167762777403462e-05
iwd,extractTroughTransects,10383278.0,,95236096.0,1.933,141202787.03497994,169685148.18690163,0,0,2.2986493427983232e-05,3.72296245451191e-05
iwd,extractTroughTransects,10304806.0,,3428352.0,0.595,4942453.833470641,153888392.6410047,0,0,2.3306104016051294e-07,2.3159851470495934e-05
iwd,extractTroughTransects,10319310.0,,3362816.0,0.972,14982908.974541852,156701796.7741995,0,0,2.921954824706819e-06,3.8558174678156026e-05
iwd,extractTroughTransects,10408949.0,,100052992.0,2.367,147676649.824479,175168985.6169415,0,0,2.9162089358637995e-05,4.599687252486036e-05
iwd,extractTroughTransects,11201206.0,,129998848.0,14.169,191922296.1634256,450623007.6822258,0,0,0.00022698228377527487,0.0011752576149527856
iwd,extractTroughTransects,11302103.0,,142671872.0,16.201,206364486.0601028,505798387.19457597,0,0,0.0002669491392218108,0.0015219395857788945
iwd,extractTroughTransects,11300787.0,,131362816.0,15.277,206364486.0601028,505040302.99813646,0,0,0.0002964194122878292,0.001476837262322539
iwd,extractTroughTransects,11128101.0,,129695744.0,13.296,190974801.3003773,414174945.3619879,0,0,0.00021078063637272162,0.0009785187589286596
iwd,extractTroughTransects,11275340.0,,131584000.0,15.059,204280379.19544405,490586007.31851083,0,0,0.00028320866903502076,0.0013985907111030938
iwd,extractTroughTransects,11151082.0,,127815680.0,14.65,189143054.78995103,425328426.97414833,0,0,0.00023242863326457188,0.0011275630400752218
iwd,extractTroughTransects,10890440.0,,123138048.0,10.354,192675986.8073163,313630238.73131895,0,0,0.00018626343314301867,0.0005102499447225067
iwd,extractTroughTransects,11047634.0,,128274432.0,11.95,187908508.58440563,377212677.94143236,0,0,0.0001843571702183036,0.0007695860019885305
iwd,extractTroughTransects,11124891.0,,128569344.0,13.258,189052560.47296655,412638675.5533255,0,0,0.00020744860689636695,0.0009743163563243808
iwd,extractTroughTransects,11017397.0,,126832640.0,12.62,187680680.19831166,364128359.0910906,0,0,0.00019865686573261316,0.000774723781616728
iwd,extractTroughTransects,11056210.0,,126816256.0,13.144,189029283.65606722,381001892.9332165,0,0,0.0002115468276021349,0.0008643232316632956
iwd,extractTroughTransects,10999874.0,,128348160.0,11.257,186565907.54153448,356738626.2800386,0,0,0.00016954137221264696,0.0006651173342936141
iwd,extractTroughTransects,10891575.0,,123207680.0,10.118,181998107.11730272,314051528.59107023,0,0,0.00015388593221830126,0.0004995402310986405
iwd,extractTroughTransects,11072616.0,,128454656.0,12.452,190559594.84757677,388348710.5555125,0,0,0.00020006120477338062,0.0008372074529438698
iwd,extractTroughTransects,10973887.0,,127770624.0,11.112,186154998.58813003,346033868.00495136,0,0,0.00016783653096795207,0.0006274374945355733
iwd,extractTroughTransects,11028454.0,,128909312.0,11.555,189138309.49796987,368863658.3479575,0,0,0.00018004174501765567,0.0007172923514543538
iwd,extractTroughTransects,11240068.0,,131432448.0,14.661,225042124.4166276,471181372.55958086,0,0,0.00035504382774859274,0.0012886035212025912
iwd,extractTroughTransects,11096791.0,,128184320.0,13.366,189448868.10126495,399412976.9296329,0,0,0.0002118401720709859,0.0009378527571864926
iwd,extractTroughTransects,10910410.0,,125751296.0,10.651,189541292.9079573,321119358.7219377,0,0,0.00017576831730979107,0.000538321324740888
iwd,extractTroughTransects,10927993.0,,126648320.0,10.742,186491582.81420547,327849500.76697975,0,0,0.00016630221808903417,0.0005591306534799894
iwd,extractTroughTransects,11014938.0,,127172608.0,12.123,187680680.19831166,363082912.0077582,0,0,0.00018976715684664854,0.0007398686825727352
iwd,extractTroughTransects,10983529.0,,127053824.0,11.65,188282725.49753958,349970611.1224634,0,0,0.0001845355410662625,0.0006718407307380756
iwd,extractTroughTransects,10935442.0,,126627840.0,10.953,186491582.81420547,330739749.32721514,0,0,0.00016962684459259744,0.0005783610829413422
iwd,extractTroughTransects,10885041.0,,146493440.0,10.523,192675986.8073163,311633363.1813047,0,0,0.00012572309934984,0.000449561672191257
iwd,extractTroughTransects,10919155.0,,124157952.0,10.353,189541292.9079573,324450537.3368285,0,0,0.00017511806565132036,0.0005364493404805312
iwd,extractTroughTransects,10805448.0,,120483840.0,8.594,177350301.65617645,298657917.8416822,0,0,0.00012642972261158033,0.00039612978514993167
iwd,extractTroughTransects,10986410.0,,127234048.0,11.487,187531800.03883412,351154888.7038642,0,0,0.0001791865351894683,0.0006654244685041843
iwd,extractTroughTransects,10952584.0,,126877696.0,11.146,185799947.95769212,337480427.3902049,0,0,0.00016990102732358407,0.0006072683787788843
iwd,extractTroughTransects,10961357.0,,126558208.0,11.261,186695667.87452415,340979004.48189044,0,0,0.00017519417727133684,0.0006246568296680454
iwd,extractTroughTransects,10944071.0,,127123456.0,10.717,186318547.74334896,334117216.0297531,0,0,0.00016411812929785055,0.0005738892815590277
iwd,extractTroughTransects,10718810.0,,115482624.0,7.48,170206630.09013915,255596548.45899624,0,0,0.00010589540355379406,0.00027113184202288894
iwd,extractTroughTransects,10875428.0,,123314176.0,9.647,188162227.2355818,308106898.8810548,0,0,0.00016184036057795748,0.0004611845742997858
iwd,extractTroughTransects,10594190.0,,109907968.0,5.609,162334709.89173535,219854644.02262098,0,0,7.607394500085658e-05,0.00015953837837270592
iwd,extractTroughTransects,10933319.0,,125845504.0,10.94,186491582.81420547,329913629.5865175,0,0,0.00017163967253935414,0.0005775507161591672
iwd,extractTroughTransects,10550726.0,,106328064.0,4.868,157629612.3054541,222689037.8902531,0,0,6.460686554484241e-05,0.00014653978375142444
iwd,extractTroughTransects,10789956.0,,118091776.0,8.022,174769401.03892308,298606993.33416295,0,0,0.00011762291298098888,0.00037462271373684184
iwd,extractTroughTransects,10524221.0,,106123264.0,4.571,160742063.69774136,230645940.97238326,0,0,6.458787594672906e-05,0.00014725067664164528
iwd,extractTroughTransects,10709451.0,,113975296.0,6.862,185712441.89989835,252736783.75658947,0,0,0.00012734809040948296,0.00024632999078104607
iwd,extractTroughTransects,10779052.0,,117084160.0,8.158,172930670.32745048,289306584.6521133,0,0,0.00011786296737363278,0.00036347205758714127
iwd,extractTroughTransects,10725892.0,,114294784.0,7.304,170206630.09013915,257780351.0338655,0,0,0.00010564823009963053,0.0002711231565763537
iwd,extractTroughTransects,10559880.0,,106725376.0,4.798,157629612.3054541,220009739.0877265,0,0,6.318468129509873e-05,0.00014061376610121788
iwd,extractTroughTransects,10517774.0,,103133184.0,4.171,152861201.5727147,232627071.17966208,0,0,5.365855404480903e-05,0.00013972917246383166
iwd,extractTroughTransects,10677295.0,,112873472.0,7.037,167577533.69321698,243134467.18233877,0,0,9.958748243520655e-05,0.00023713713695453428
iwd,extractTroughTransects,10463006.0,,102715392.0,3.488,150736614.7057392,256035155.36741075,0,0,4.3331858804868104e-05,0.00013834779632627774
iwd,extractTroughTransects,10595014.0,,109711360.0,5.372,162334709.89173535,220075007.44843966,0,0,7.313278700804603e-05,0.00015337680210178765
iwd,extractTroughTransects,10425586.0,,104984576.0,3.209,149949829.2770485,190656963.81911764,0,0,3.7328831066597e-05,7.112269716946525e-05
iwd,extractTroughTransects,10363027.0,,96980992.0,1.641,142082628.7718976,165471343.99028218,0,0,1.9146901954452812e-05,2.9076063492245625e-05
iwd,extractTroughTransects,10462988.0,,102846464.0,3.342,150736614.7057392,256016846.49375013,0,0,4.140476066478953e-05,0.00013242771080542793
iwd,extractTroughTransects,10471149.0,,102375424.0,3.605,151994399.9326231,260121720.5635903,0,0,4.6275454738153105e-05,0.00014711673245034257
iwd,extractTroughTransects,10404382.0,,100212736.0,2.149,147457622.5278514,174181584.81756324,0,0,2.6265692469858635e-05,4.112282149828541e-05
iwd,extractTroughTransects,10435559.0,,100380672.0,2.706,148177031.44809294,207787949.43064374,0,0,3.345956111806432e-05,7.518983464877482e-05
iwd,extractTroughTransects,10369304.0,,95838208.0,1.703,142142740.79987356,166767016.74951008,0,0,2.0400263823927038e-05,3.124891503517818e-05
iwd,extractTroughTransects,10427991.0,,100188160.0,2.627,149949829.2770485,194655733.79211152,0,0,3.38183677628032e-05,6.420080352157483e-05
iwd,extractTroughTransects,10468795.0,,102998016.0,3.609,152225082.89660144,260866672.4711,0,0,4.596089437961853e-05,0.00014739421020474076
iwd,extractTroughTransects,10445632.0,,100311040.0,2.792,148542593.08477792,226645806.62028655,0,0,3.483728407693301e-05,9.125064137594569e-05
iwd,extractTroughTransects,10402990.0,,99819520.0,2.223,147816749.5781215,173881652.13065344,0,0,2.7602807865003156e-05,4.2592516719064205e-05
iwd,extractTroughTransects,10437728.0,,100265984.0,3.141,148177031.44809294,211710609.68431714,0,0,3.893150845399228e-05,9.055755651515603e-05
iwd,extractTroughTransects,11192891.0,,130826240.0,14.073,191922296.1634256,446333174.6962087,0,0,0.00022243211625037519,0.001148664571546573
iwd,extractTroughTransects,11041466.0,,127987712.0,12.407,187029647.94876465,374508935.80905,0,0,0.00018950688841968026,0.0007912591161306957
iwd,extractTroughTransects,11142240.0,,129232896.0,13.404,190974801.3003773,421004711.95029074,0,0,0.00021409773646705304,0.0010117550641809737
iwd,extractTroughTransects,11024675.0,,128294912.0,11.894,189138309.49796987,367238902.71733326,0,0,0.00018721430092658164,0.0007352273873964019
iwd,extractTroughTransects,11065790.0,,128438272.0,12.49,189029283.65606722,385276210.7284744,0,0,0.00019577997622397824,0.0008298875388168432
iwd,extractTroughTransects,11005018.0,,127807488.0,11.658,188152702.72209087,358893461.01652896,0,0,0.0001819971206986385,0.0006969397974062644
iwd,extractTroughTransects,10911786.0,,135753728.0,10.554,189541292.9079573,321641409.799728,0,0,0.00014685765944591548,0.0005075342212582031
iwd,extractTroughTransects,10990610.0,,127664128.0,11.457,187611531.4142045,352887984.1066951,0,0,0.00017768015280897345,0.0006675486658323158
iwd,extractTroughTransects,10925597.0,,125849600.0,11.337,185334555.07869002,326924804.48197585,0,0,0.00017446283037026846,0.0005897314580602779
iwd,extractTroughTransects,10896700.0,,122068992.0,9.371,182265238.99696603,315960336.28894126,0,0,0.00014593282264568552,0.00047004776161672874
iwd,extractTroughTransects,10855144.0,,122482688.0,9.683,181179740.67833006,300786301.6059147,0,0,0.0001470360597296178,0.00044665037823687616
iwd,extractTroughTransects,10797912.0,,117272576.0,8.376,183936339.20796296,305347561.44535977,0,0,0.00014445218791302958,0.0004075353960222909
iwd,extractTroughTransects,10689837.0,,113463296.0,7.083,167577533.69321698,246838958.76318446,0,0,9.91576934805181e-05,0.00024439451888815075
iwd,extractTroughTransects,10762246.0,,117501952.0,7.848,182356016.50662655,273425205.61766124,0,0,0.00013167211844068567,0.000316568364283537
iwd,extractTroughTransects,10698876.0,,113946624.0,7.179,168416359.8104896,249540984.25629896,0,0,0.0001011618706355039,0.0002518275318770696
iwd,extractTroughTransects,10701671.0,,113618944.0,7.047,168718937.62467027,250381998.5587653,0,0,0.00010045081146088619,0.0002493277930643252
iwd,extractTroughTransects,10543597.0,,106491904.0,4.681,157289411.39290792,224799851.91508648,0,0,6.15146663314668e-05,0.000143268327795414
iwd,extractTroughTransects,10540793.0,,106835968.0,4.421,157289411.39290792,225635950.07948717,0,0,5.770440348942606e-05,0.00013587342388240124
iwd,extractTroughTransects,10513916.0,,103251968.0,3.993,154168744.2247109,233821330.42475274,0,0,5.259662024916633e-05,0.00013487710104273157
iwd,extractTroughTransects,10459659.0,,103034880.0,3.321,152635704.275142,252652601.28534874,0,0,4.261430389603461e-05,0.00012854332838741525
iwd,extractTroughTransects,10357695.0,,95580160.0,1.471,141576949.50154808,164378034.56415492,0,0,1.7504020841579375e-05,2.618094530677627e-05
iwd,extractTroughTransects,10360429.0,,95703040.0,1.576,142082628.7718976,164937797.3507095,0,0,1.8909530068569365e-05,2.822786403631537e-05
iwd,extractTroughTransects,10383977.0,,95989760.0,1.798,143305505.5942657,169832346.88118502,0,0,2.2008629768903093e-05,3.4347427805153724e-05
iwd,extractTroughTransects,10441250.0,,100069376.0,3.095,148129623.39909846,218236747.13232005,0,0,3.848081705579786e-05,9.461409869048398e-05
iwd,extractTroughTransects,10376538.0,,95768576.0,1.942,141202787.03497994,168271832.92546648,0,0,2.2826001728453113e-05,3.642540346139211e-05
iwd,extractTroughTransects,10372851.0,,96956416.0,1.88,142142740.79987356,167503305.5279796,0,0,2.1976700938348736e-05,3.4310997855073894e-05
iwd,extractTroughTransects,10396043.0,,95735808.0,1.985,141509498.2384107,172391898.1387702,0,0,2.350574750537189e-05,3.936450590210316e-05
iwd,extractTroughTransects,10329427.0,,3276800.0,1.033,14982908.974541852,158692239.7954103,0,0,3.1283152627814907e-06,4.153288624266443e-05
iwd,extractTroughTransects,10374160.0,,95809536.0,1.808,141548128.31644136,167775785.2772052,0,0,2.139335263006337e-05,3.366083804238251e-05
iwd,extractTroughTransects,10353070.0,,97095680.0,1.337,142453042.21128374,163435093.61959976,0,0,1.5688333990592086e-05,2.294566586029118e-05
iwd,extractTroughTransects,11185449.0,,129155072.0,14.241,191922296.1634256,442525711.3991303,0,0,0.00023124430103831404,0.001154506598620731
iwd,extractTroughTransects,10957866.0,,125976576.0,11.955,185799947.95769212,339582843.69499546,0,0,0.00018501975360280142,0.0006606344263725579
iwd,extractTroughTransects,11024487.0,,127295488.0,12.177,189138309.49796987,367158246.0097196,0,0,0.00019481717023708212,0.0007556153265460176
iwd,extractTroughTransects,10891132.0,,123789312.0,9.946,181998107.11730272,313887033.56547576,0,0,0.00014977340178685595,0.0004891285307214445
iwd,extractTroughTransects,10946837.0,,124428288.0,11.544,185799947.95769212,335206567.50242746,0,0,0.00018328284496845,0.0006294769076051043
iwd,extractTroughTransects,10989699.0,,126955520.0,11.526,187531800.03883412,352511398.8037378,0,0,0.00018062540943827534,0.0006725590104578379
iwd,extractTroughTransects,11010471.0,,127107072.0,12.126,188152702.72209087,361190840.76700425,0,0,0.0001915004409994707,0.0007343219231164015
