workflow,process,task_hash,a_bytes,c_bytes,M_peak_rss_bytes,M_cgroup_peak_bytes,runtime_seconds
iwd,graphToShapefile,e52a67dd,24614035,,160002048,160002048,1.402
iwd,graphToShapefile,4cc36de4,19024622,,3293184,3293184,0.91
iwd,graphToShapefile,d956292c,16395340,,3305472,3305472,0.922
iwd,graphToShapefile,6b33cf0f,17579919,,3432448,3432448,0.912
iwd,networkAnalysis,ce907666,17146077,,64319488,64319488,1.672
iwd,graphToShapefile,b9d84154,37889923,,172122112,172122112,2.32
iwd,graphToShapefile,be79286b,15622641,,3354624,3354624,0.77
iwd,transectAnalysis,e282792c,262076085,,1752453120,1752453120,89.211
iwd,transectAnalysis,278037e7,286513839,,1862418432,1862418432,46.006
iwd,graphToShapefile,db330a9a,42882386,,174796800,174796800,2.945
iwd,graphToShapefile,f9a0e6cb,34525426,,161660928,161660928,2.024
iwd,graphToShapefile,986f0e27,16001704,,3280896,3280896,0.805
iwd,networkAnalysis,62a6977c,17723553,,72957952,72957952,1.803
iwd,graphToShapefile,0eb97483,24207427,,160718848,160718848,1.287
iwd,graphToShapefile,27e7d368,41809753,,174436352,174436352,2.61
iwd,graphToShapefile,6f0e44a7,32815396,,161202176,161202176,2.017
iwd,graphToShapefile,7f40988a,32090783,,160100352,160100352,1.97
iwd,graphToShapefile,9b3257f1,35919472,,170786816,170786816,2.253
iwd,graphToShapefile,bdafb85c,35913607,,169009152,169009152,2.153
iwd,graphToShapefile,ff6a89e7,30203028,,165769216,165769216,1.783
iwd,networkAnalysis,c75f8d7d,16508605,,64094208,64094208,1.404
iwd,networkAnalysis,3165a812,16623050,,64614400,64614400,1.483
iwd,graphToShapefile,d134b43f,18071585,,3244032,3244032,1.051
iwd,graphToShapefile,2c8fd30d,32418375,,160342016,160342016,1.962
iwd,graphToShapefile,21fe80e5,32022495,,159780864,159780864,1.97
iwd,graphToShapefile,54182470,16368652,,3227648,3227648,0.781
iwd,graphToShapefile,996c3b13,35508327,,169881600,169881600,2.234
iwd,graphToShapefile,b030a44b,34524860,,161017856,161017856,2.063
iwd,graphToShapefile,fe2f7778,23376830,,161374208,161374208,1.24
iwd,graphToShapefile,6110557a,37426687,,171438080,171438080,2.281
iwd,networkAnalysis,bc6307bb,16657398,,75448320,75448320,1.261
iwd,networkAnalysis,fcefda34,16648758,,65642496,65642496,1.325
iwd,networkAnalysis,e3f5f1b8,17574773,,64647168,64647168,1.782
iwd,graphToShapefile,8e58e1d8,20198769,,158703616,158703616,1.093
iwd,networkAnalysis,7a83ddc9,16853283,,62259200,62259200,1.642
iwd,transectAnalysis,8b6213c9,273393089,,1808515072,1808515072,859.179
iwd,transectAnalysis,7a5ec36d,265701359,,1778921472,1778921472,10.557
iwd,transectAnalysis,cc06f112,273982080,,1812893696,1812893696,96.772
iwd,transectAnalysis,0ca19409,289548655,,1873240064,1873240064,212.499
iwd,graphToShapefile,12e9f2d2,17345917,,12161024,12161024,0.8
iwd,graphToShapefile,072cc6e0,35706155,,168366080,168366080,2.219
iwd,graphToShapefile,306dc19d,18827585,,12685312,12685312,0.869
iwd,graphToShapefile,991dcca6,27193723,,161304576,161304576,1.502
iwd,graphToShapefile,8b027b0e,32947058,,160796672,160796672,2.102
iwd,networkAnalysis,1ecec3c2,17204884,,66863104,66863104,1.568
iwd,graphToShapefile,a80708f3,32637714,,160251904,160251904,1.968
iwd,networkAnalysis,498b6880,16672944,,65236992,65236992,1.356
iwd,graphToShapefile,572b9789,20526304,,3280896,3280896,1.024
iwd,graphToShapefile,6b55f67a,18948354,,3301376,3301376,0.89
iwd,networkAnalysis,e43dd59b,17099462,,65355776,65355776,1.639
iwd,networkAnalysis,3c11408d,17250449,,65347584,65347584,1.577
iwd,graphToShapefile,5563d6b1,26346181,,160964608,160964608,1.442
iwd,networkAnalysis,ec13381b,16567896,,73551872,73551872,1.208
iwd,graphToShapefile,ff7882a8,37941052,,169705472,169705472,2.539
iwd,networkAnalysis,7d4ec6da,17747363,,76095488,76095488,1.753
iwd,graphToShapefile,54ef79df,15108729,,3305472,3305472,0.683
iwd,graphToShapefile,95c09ad0,17450333,,3239936,3239936,0.874
iwd,graphToShapefile,4d818bc7,17533065,,3203072,3203072,1.039
iwd,graphToShapefile,905e8152,32329012,,160993280,160993280,1.948
iwd,graphToShapefile,9b4ee60c,20979058,,3358720,3358720,1.05
iwd,transectAnalysis,8498e40c,267185355,,1783328768,1783328768,6.579
iwd,transectAnalysis,a3980c3b,266231228,,1779818496,1779818496,5.297
iwd,transectAnalysis,8d4efd66,288120088,,1871036416,1871036416,537.208
iwd,graphToShapefile,0c970cff,35698379,,169627648,169627648,2.276
iwd,networkAnalysis,eb4fd210,17079571,,105918464,105918464,1.599
iwd,networkAnalysis,cd650241,16690704,,105242624,105242624,1.264
iwd,networkAnalysis,8a85d841,17087020,,106692608,106692608,1.398
iwd,graphToShapefile,b0f54117,17540469,,3203072,3203072,0.785
iwd,graphToShapefile,3cde0093,27126168,,161243136,161243136,1.565
iwd,graphToShapefile,053f2a60,17905445,,3305472,3305472,0.986
iwd,graphToShapefile,235c3463,28181566,,165285888,165285888,1.641
iwd,graphToShapefile,483db083,16006777,,3432448,3432448,0.797
iwd,transectAnalysis,0b3d4d83,267164539,,1783767040,1783767040,40.57
iwd,transectAnalysis,19194110,275859209,,1857863680,1857863680,107.282
iwd,networkAnalysis,88cfca5e,17898865,,78147584,78147584,1.88
iwd,graphToShapefile,06d697f4,25991177,,159993856,159993856,1.512
iwd,graphToShapefile,b4dec899,36283914,,170848256,170848256,2.351
iwd,graphToShapefile,71612a54,18223557,,11780096,11780096,0.995
iwd,networkAnalysis,c9ef2a7c,16722793,,75591680,75591680,2.515
iwd,networkAnalysis,06f5fe68,16757164,,75460608,75460608,1.49
iwd,transectAnalysis,3e67e0ea,267406412,,1783537664,1783537664,22.097
iwd,transectAnalysis,5a575f67,273909822,,1831235584,1831235584,9.852
iwd,transectAnalysis,b35696b5,264743770,,1767149568,1767149568,7.666
iwd,transectAnalysis,340dc1e7,283087595,,1889816576,1889816576,75.408
iwd,networkAnalysis,fb3dc36c,17866464,,126304256,126304256,2.464
iwd,graphToShapefile,d7470d95,25192351,,155205632,155205632,2.941
iwd,networkAnalysis,8574476d,16756187,,107819008,107819008,5.169
iwd,graphToShapefile,1b20669c,24741725,,156409856,156409856,2.703
iwd,networkAnalysis,2fe8ad9e,17187403,,107048960,107048960,4.618
iwd,graphToShapefile,73778f4c,38844984,,173477888,173477888,2.816
iwd,graphToShapefile,403413d3,19187664,,152395776,152395776,4.134
iwd,graphToShapefile,8c1346f1,18753388,,157261824,157261824,1.156
iwd,transectAnalysis,20f9180b,285328367,,1876381696,1876381696,16.648
iwd,transectAnalysis,d1c9ccd4,265649523,,1776095232,1776095232,136.908
iwd,transectAnalysis,75b9f4d9,286387597,,1872433152,1872433152,56.486
iwd,transectAnalysis,345520eb,278431684,,1833168896,1833168896,521.136
iwd,transectAnalysis,c6443a06,266064266,,1774530560,1774530560,17.543
iwd,transectAnalysis,900ad70d,273999366,,1820532736,1820532736,191.365
iwd,transectAnalysis,9f054188,264944574,,1767231488,1767231488,9.264
iwd,networkAnalysis,4ecf3370,16786880,,105762816,105762816,3.052
iwd,networkAnalysis,6cca6ee3,17083718,,57909248,57909248,1.982
iwd,networkAnalysis,74801615,16691267,,64987136,64987136,1.362
iwd,networkAnalysis,f2603f3c,17582077,,120274944,120274944,2.669
iwd,networkAnalysis,7c866afc,17303060,,65179648,65179648,1.585
iwd,graphToShapefile,dd964f83,38614858,,172814336,172814336,3.754
iwd,graphToShapefile,9c2a9ce7,19265175,,153681920,153681920,1.384
iwd,graphToShapefile,06e54731,27106164,,160186368,160186368,1.575
iwd,networkAnalysis,50ddbab0,17681913,,127352832,127352832,2.33
iwd,networkAnalysis,4fd1e78b,16718104,,58593280,58593280,1.679
iwd,networkAnalysis,023ea5d8,17756342,,122646528,122646528,2.372
iwd,networkAnalysis,62034cfb,16741003,,75350016,75350016,1.28
iwd,transectAnalysis,eca2c964,263370868,,1752563712,1752563712,5.622
iwd,networkAnalysis,5720c567,17114245,,105062400,105062400,1.438
iwd,networkAnalysis,df402640,16710391,,65376256,65376256,1.327
iwd,transectAnalysis,a1ca417b,266989778,,1781907456,1781907456,7.307
iwd,graphToShapefile,f901b9b8,19735353,,12832768,12832768,1.046
iwd,graphToShapefile,8dad5c8b,25090471,,153497600,153497600,1.87
iwd,graphToShapefile,4731a60f,18473184,,11980800,11980800,0.952
iwd,graphToShapefile,73539184,33997619,,168583168,168583168,2.407
iwd,graphToShapefile,73cabc98,28786466,,162721792,162721792,1.629
iwd,graphToShapefile,4a401496,35366173,,170512384,170512384,2.267
iwd,graphToShapefile,05226a18,18946411,,157052928,157052928,1.095
iwd,graphToShapefile,35afee28,36726272,,169046016,169046016,2.229
iwd,graphToShapefile,9dbc8a2a,19304190,,11964416,11964416,0.969
iwd,networkAnalysis,d7e1b051,16620539,,64356352,64356352,1.428
iwd,graphToShapefile,e2557865,25567529,,160501760,160501760,1.473
iwd,graphToShapefile,1bc71d27,18892676,,3411968,3411968,0.98
iwd,networkAnalysis,116ee9f7,16759839,,106934272,106934272,1.238
iwd,transectAnalysis,139131ae,277888285,,1819230208,1819230208,30.761
iwd,graphToShapefile,97865b67,17122066,,11997184,11997184,0.765
iwd,graphToShapefile,b7677d53,19382976,,11796480,11796480,0.883
iwd,transectAnalysis,e3cc2ec5,273190214,,1810796544,1810796544,25.377
iwd,networkAnalysis,470faf66,17234665,,106557440,106557440,1.483
iwd,transectAnalysis,175cbf18,267151106,,1781530624,1781530624,90.66
iwd,transectAnalysis,c5e995a8,280552453,,1837969408,1837969408,42.955
iwd,transectAnalysis,6185065c,279487345,,1840590848,1840590848,42.605
iwd,transectAnalysis,e31c5e1d,260855295,,1752080384,1752080384,40.947
iwd,transectAnalysis,ca1110c4,268089216,,1788260352,1788260352,51.88
iwd,transectAnalysis,644baa71,287806520,,1908445184,1908445184,266.935
iwd,transectAnalysis,7e8b0c72,262120947,,1747513344,1747513344,3.474
iwd,transectAnalysis,afe3d42e,267641945,,1786720256,1786720256,59.788
iwd,transectAnalysis,020df1b5,280202499,,1878040576,1878040576,15.852
iwd,networkAnalysis,e05159f0,17030437,,115470336,115470336,2.112
iwd,graphToShapefile,88dad1f1,28126843,,161521664,161521664,1.606
iwd,networkAnalysis,0cf4ef95,16781245,,58642432,58642432,1.7
iwd,networkAnalysis,8ae13754,17437450,,119402496,119402496,2.28
iwd,networkAnalysis,01146e19,17384288,,65650688,65650688,1.631
iwd,networkAnalysis,cd8e6863,17836869,,64741376,64741376,2.066
iwd,transectAnalysis,12ec4131,264941931,,1772007424,1772007424,9.922
iwd,transectAnalysis,1c570e97,283060242,,1850880000,1850880000,294.672
iwd,transectAnalysis,fab83c67,276469790,,1821122560,1821122560,213.751
iwd,transectAnalysis,d1eba8fe,266467043,,1778237440,1778237440,19.57
iwd,networkAnalysis,7f2a8194,16529099,,60334080,60334080,1.51
iwd,networkAnalysis,f78dda6b,16842817,,74645504,74645504,1.338
iwd,networkAnalysis,969d6c49,16574867,,104656896,104656896,1.197
iwd,networkAnalysis,eaf37b87,16818479,,106844160,106844160,1.311
iwd,networkAnalysis,3e09ce46,17393494,,103337984,103337984,1.55
iwd,graphToShapefile,8b421b2e,31251004,,167243776,167243776,1.784
iwd,graphToShapefile,6fbec57b,19708899,,3493888,3493888,0.997
iwd,graphToShapefile,565b3ece,23868020,,159772672,159772672,1.35
iwd,graphToShapefile,0f5800c9,30277924,,159748096,159748096,1.76
iwd,graphToShapefile,cde6757c,38362073,,171761664,171761664,2.57
iwd,transectAnalysis,81171d4a,282418326,,1847259136,1847259136,68.326
iwd,networkAnalysis,07e16da0,16673246,,56938496,56938496,1.893
iwd,networkAnalysis,a5ea2cbb,17568634,,73064448,73064448,1.686
iwd,transectAnalysis,c6cad693,285226555,,1878487040,1878487040,20.802
iwd,networkAnalysis,1a65b722,17212664,,58499072,58499072,2.005
iwd,networkAnalysis,e1c03b7e,16752216,,65220608,65220608,1.359
iwd,graphToShapefile,c89cfc0a,15414212,,3481600,3481600,0.738
iwd,graphToShapefile,90e963db,21045655,,160657408,160657408,1.125
iwd,graphToShapefile,88ee8a10,16035808,,3293184,3293184,0.761
iwd,graphToShapefile,e561a7da,20391603,,3432448,3432448,1.062
iwd,networkAnalysis,fbcc7eef,17511086,,78053376,78053376,1.621
iwd,graphToShapefile,0c4aa658,17847354,,13733888,13733888,0.808
iwd,graphToShapefile,6f26706d,30044747,,157872128,157872128,2.071
iwd,graphToShapefile,b8c9bc37,33800893,,160837632,160837632,2.012
iwd,transectAnalysis,d8b2cb0a,284308714,,1856610304,1856610304,64.78
iwd,transectAnalysis,c356bb5d,276382293,,1824329728,1824329728,38.146
iwd,networkAnalysis,9bcd1978,17684313,,106295296,106295296,1.707
iwd,graphToShapefile,d2a5b44e,27405010,,161792000,161792000,1.447
iwd,graphToShapefile,42215dd4,19392073,,12840960,12840960,0.886
iwd,transectAnalysis,a9a585c3,262661484,,1757065216,1757065216,665.882
iwd,transectAnalysis,c7da6176,279102235,,1835417600,1835417600,18.896
iwd,graphToShapefile,5c673263,32079973,,167018496,167018496,1.91
iwd,networkAnalysis,e83555ec,17584322,,106491904,106491904,1.608
iwd,networkAnalysis,d2757063,17206341,,106311680,106311680,1.485
iwd,transectAnalysis,6ecfb967,275785710,,1818107904,1818107904,78.435
iwd,transectAnalysis,6788f6d1,279600389,,1829101568,1829101568,85.816
iwd,graphToShapefile,a23fd354,35322498,,161849344,161849344,2.01
iwd,transectAnalysis,b3f91166,270396631,,1796608000,1796608000,79.393
iwd,networkAnalysis,30711b66,17194800,,106082304,106082304,1.457
iwd,networkAnalysis,d0b54ba0,17266600,,107028480,107028480,1.482
iwd,networkAnalysis,65e5487b,16585512,,65490944,65490944,1.252
iwd,networkAnalysis,fbc41167,17358338,,116518912,116518912,2.343
iwd,graphToShapefile,f8ae4070,33431783,,168718336,168718336,2.168
iwd,networkAnalysis,40977505,16914509,,74444800,74444800,1.368
iwd,graphToShapefile,6918cc21,27359724,,157401088,157401088,1.829
iwd,graphToShapefile,5b5be820,27547139,,161357824,161357824,1.496
iwd,graphToShapefile,472b2c94,27704847,,162279424,162279424,2.599
iwd,transectAnalysis,54a84227,276366629,,1822695424,1822695424,148.694
iwd,transectAnalysis,2a70edf3,282391987,,1850826752,1850826752,102.691
iwd,graphToShapefile,1e94c4ed,16151776,,12681216,12681216,0.708
iwd,graphToShapefile,64bb9649,21906709,,12865536,12865536,1.072
iwd,graphToShapefile,f50d29c0,29777641,,160100352,160100352,2.877
iwd,networkAnalysis,4bfa30fb,17219628,,106135552,106135552,1.47
iwd,networkAnalysis,57c52216,17504944,,92934144,92934144,1.614
iwd,graphToShapefile,b6444102,31997407,,164503552,164503552,1.799
iwd,transectAnalysis,b8239932,275895713,,1821954048,1821954048,121.436
iwd,graphToShapefile,8b77fb47,27879245,,162299904,162299904,2.157
iwd,transectAnalysis,b5700f25,273423487,,1808875520,1808875520,785.798
iwd,networkAnalysis,38c6a522,17171458,,62193664,62193664,1.805
iwd,transectAnalysis,322cb7f0,263265909,,1760792576,1760792576,139.101
iwd,networkAnalysis,7b94f0b0,17093626,,104996864,104996864,1.437
iwd,graphToShapefile,67e6e09f,26575159,,161599488,161599488,1.437
iwd,networkAnalysis,f92748b7,16600894,,107380736,107380736,1.17
iwd,transectAnalysis,8f7a9d58,262985031,,1757917184,1757917184,117.913
iwd,graphToShapefile,5704d1ec,25519984,,161198080,161198080,1.293
iwd,graphToShapefile,01dbc3f5,16287487,,3379200,3379200,0.765
iwd,networkAnalysis,178655ae,16621736,,107720704,107720704,1.177
iwd,graphToShapefile,3b522da4,17181293,,3280896,3280896,0.816
iwd,transectAnalysis,ae8816ea,267375883,,1784774656,1784774656,165.47
iwd,networkAnalysis,577e4262,16787292,,108195840,108195840,1.236
iwd,transectAnalysis,5d31a132,273067453,,1813913600,1813913600,216.568
iwd,graphToShapefile,8757b26a,19844197,,154251264,154251264,1.407
iwd,transectAnalysis,94bced83,278298168,,1830215680,1830215680,178.291
iwd,networkAnalysis,7174c716,17046463,,90075136,90075136,1.427
iwd,transectAnalysis,95c49783,264813014,,1772019712,1772019712,1105.389
iwd,graphToShapefile,20ea653b,24194095,,160731136,160731136,2.148
iwd,networkAnalysis,e2c6b09d,16640921,,107528192,107528192,1.21
iwd,networkAnalysis,bd96be53,17267240,,107237376,107237376,1.501
iwd,graphToShapefile,f58cea3b,16751436,,12312576,12312576,0.735
iwd,graphToShapefile,0edf2dde,27978776,,162541568,162541568,6.413
iwd,transectAnalysis,4a337b8e,267050343,,1781952512,1781952512,1227.901
iwd,networkAnalysis,43be71e7,16807130,,55623680,55623680,6.21
iwd,graphToShapefile,af992704,20506770,,11952128,11952128,0.961
iwd,transectAnalysis,a7e5f753,261815436,,1758126080,1758126080,434.884
iwd,networkAnalysis,7fb69e24,16547273,,107704320,107704320,1.173
iwd,graphToShapefile,38e9ecf4,15463398,,152252416,152252416,6.361
iwd,transectAnalysis,a0ab3399,262558544,,1754931200,1754931200,1625.477
iwd,networkAnalysis,70809a2f,16610344,,55595008,55595008,6.119
iwd,graphToShapefile,b6aebf6e,16748712,,13320192,13320192,0.753
iwd,mergeAnalysisCSVs,b2e76845,9031554,,64851968,64851968,5.649
