process,task_hash,task_name,work_dir,wrapper_pid,ebpf_tsv,ebpf_files,ebpf_read_bytes,ebpf_mmap_bytes,ebpf_total_bytes,trace_realtime_ms,trace_rchar,trace_wchar,trace_syscr,trace_syscw,trace_read_bytes,trace_write_bytes,trace_vmem_kb,trace_rss_kb,trace_peak_vmem_kb,trace_peak_rss_kb,trace_vol_ctxt,trace_inv_ctxt
ASHLAR,0000264d79257ee3952e6177e5d18443,NFCORE_MCMICRO:MCMICRO:ASHLAR (PUBLIC_0375),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/00/00264d79257ee3952e6177e5d18443,199819,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/ASHLAR/task_0000264d79257ee3952e6177e5d18443/ebpf_attribution_200676.tsv,3305,189446712,31129600,220576312,29000,194717473,7874309,24619,800,129891328,7880704,33948932,221848,33948932,221848,5867,4187
ASHLAR,012674f1ddb23ce1edb84656b9a2bc86,NFCORE_MCMICRO:MCMICRO:ASHLAR (PUBLIC_0144),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/01/2674f1ddb23ce1edb84656b9a2bc86,2272953,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/ASHLAR/task_012674f1ddb23ce1edb84656b9a2bc86/ebpf_attribution_2274022.tsv,3306,194784953,31694848,226479801,29000,194717995,7874325,24621,800,129813504,7880704,33948840,221740,33948840,221740,5829,3534
ASHLAR,01275d3f5fd64d333ea588e8159f3fae,NFCORE_MCMICRO:MCMICRO:ASHLAR (PUBLIC_0141),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/01/275d3f5fd64d333ea588e8159f3fae,2272943,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/ASHLAR/task_01275d3f5fd64d333ea588e8159f3fae/ebpf_attribution_2274111.tsv,3306,189333110,31141888,220474998,29000,194718093,7874325,24621,800,129893376,7880704,33948588,221428,33948588,221428,5828,2596
ASHLAR,0149220fe17c5c147b994e28c4055c53,NFCORE_MCMICRO:MCMICRO:ASHLAR (PUBLIC_0020),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/01/49220fe17c5c147b994e28c4055c53,2268525,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/ASHLAR/task_0149220fe17c5c147b994e28c4055c53/ebpf_attribution_2268775.tsv,3306,188078133,31485952,219564085,29000,194717811,7874325,24621,800,129566720,7880704,33948764,222292,33948764,222292,5882,3537
ASHLAR,019482de1626a5cce06c38b841004453,NFCORE_MCMICRO:MCMICRO:ASHLAR (PUBLIC_0138),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/01/9482de1626a5cce06c38b841004453,2272962,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/ASHLAR/task_019482de1626a5cce06c38b841004453/ebpf_attribution_2273980.tsv,3302,196584731,30760960,227345691,27000,194708823,7874325,24617,800,129247232,7880704,33946692,221840,33946692,221840,5765,3063
ASHLAR,02a7bd1891ec857c6ecaa7e080f886ed,NFCORE_MCMICRO:MCMICRO:ASHLAR (PUBLIC_0411),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/02/a7bd1891ec857c6ecaa7e080f886ed,2373977,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/ASHLAR/task_02a7bd1891ec857c6ecaa7e080f886ed/ebpf_attribution_2374710.tsv,3303,188004676,31735808,219740484,29000,194708774,7874325,24617,800,129056768,7880704,33946240,221904,33946240,221904,5766,3123
ASHLAR,0312aa688e710b88d6b8e697d005159d,NFCORE_MCMICRO:MCMICRO:ASHLAR (PUBLIC_0409),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/03/12aa688e710b88d6b8e697d005159d,2373981,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/ASHLAR/task_0312aa688e710b88d6b8e697d005159d/ebpf_attribution_2375040.tsv,3305,187950152,31801344,219751496,30000,194717993,7874325,24620,800,129501184,7880704,33949400,222684,33949400,222684,5697,3573
ASHLAR,034c9c59eb431559e18f2e313218fca9,NFCORE_MCMICRO:MCMICRO:ASHLAR (PUBLIC_0188),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/03/4c9c59eb431559e18f2e313218fca9,131338,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/ASHLAR/task_034c9c59eb431559e18f2e313218fca9/ebpf_attribution_132415.tsv,3306,187949018,31727616,219676634,30000,194717463,7874309,24620,800,130016256,7880704,33948740,221648,33948740,221648,5683,6263
ASHLAR,03cdbf020a9892604859d62f3a78ab53,NFCORE_MCMICRO:MCMICRO:ASHLAR (PUBLIC_0419),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/03/cdbf020a9892604859d62f3a78ab53,2374000,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/ASHLAR/task_03cdbf020a9892604859d62f3a78ab53/ebpf_attribution_2374999.tsv,3306,189703576,30740480,220444056,29000,194718136,7874325,24624,800,129950720,7880704,33948836,221352,33948836,221352,5784,3211
ASHLAR,03de1c624908fc2c9f31f8fb1abba140,NFCORE_MCMICRO:MCMICRO:ASHLAR (PUBLIC_0039),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/03/de1c624908fc2c9f31f8fb1abba140,130953,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/ASHLAR/task_03de1c624908fc2c9f31f8fb1abba140/ebpf_attribution_131888.tsv,3306,196643634,31432704,228076338,29000,194717425,7874309,24620,800,129943552,7880704,33948864,221624,33948864,221624,5766,4714
ASHLAR,04b701d6f2cfe831d793c64e0db64776,NFCORE_MCMICRO:MCMICRO:ASHLAR (PUBLIC_0165),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/04/b701d6f2cfe831d793c64e0db64776,465758,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/ASHLAR/task_04b701d6f2cfe831d793c64e0db64776/ebpf_attribution_466212.tsv,3305,194784710,31428608,226213318,29000,194717408,7874310,24619,800,129117184,7880704,33948748,222020,33948748,222020,5794,3331
ASHLAR,04faebd0953690e161b0f437e40ebfdb,NFCORE_MCMICRO:MCMICRO:ASHLAR (PUBLIC_0388),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/04/faebd0953690e161b0f437e40ebfdb,199826,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/ASHLAR/task_04faebd0953690e161b0f437e40ebfdb/ebpf_attribution_200746.tsv,3305,187994935,31711232,219706167,30000,194717627,7874309,24619,800,129763328,7880704,33948704,222108,33948704,222108,5849,4257
ASHLAR,0618960731a00f1b58caf94d85eb98bf,NFCORE_MCMICRO:MCMICRO:ASHLAR (PUBLIC_0145),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/06/18960731a00f1b58caf94d85eb98bf,2272958,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/ASHLAR/task_0618960731a00f1b58caf94d85eb98bf/ebpf_attribution_2274075.tsv,3305,187943217,31875072,219818289,30000,194718091,7874325,24620,800,129843200,7880704,33948888,222244,33948888,222244,5753,4640
ASHLAR,06c4422dbb129fbbaad43fb96d825620,NFCORE_MCMICRO:MCMICRO:ASHLAR (PUBLIC_0070),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/06/c4422dbb129fbbaad43fb96d825620,431097,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/ASHLAR/task_06c4422dbb129fbbaad43fb96d825620/ebpf_attribution_431907.tsv,3306,196672762,31444992,228117754,30000,194717435,7874310,24620,800,129850368,7880704,33952736,234292,33964572,249024,6321,5045
ASHLAR,0776864cf34407ebca349348a7e2164e,NFCORE_MCMICRO:MCMICRO:ASHLAR (PUBLIC_0378),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/07/76864cf34407ebca349348a7e2164e,199686,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/ASHLAR/task_0776864cf34407ebca349348a7e2164e/ebpf_attribution_200617.tsv,3306,189150704,31502336,220653040,29000,194717529,7874309,24620,800,129814528,7880704,33948636,222004,33948636,222004,5742,4181
ASHLAR,0781f00b255cad8c6f9c3666ea284461,NFCORE_MCMICRO:MCMICRO:ASHLAR (PUBLIC_0109),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/07/81f00b255cad8c6f9c3666ea284461,98418,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/ASHLAR/task_0781f00b255cad8c6f9c3666ea284461/ebpf_attribution_99487.tsv,3304,196662933,31399936,228062869,30000,194708220,7874307,24616,800,129393664,7880704,33946408,221768,33946408,221768,5892,4004
ASHLAR,07b8149f4b43e1a468bdfaff6604a677,NFCORE_MCMICRO:MCMICRO:ASHLAR (PUBLIC_0420),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/07/b8149f4b43e1a468bdfaff6604a677,2374014,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/ASHLAR/task_07b8149f4b43e1a468bdfaff6604a677/ebpf_attribution_2374971.tsv,3306,189788727,30900224,220688951,29000,194717946,7874325,24621,800,129626112,7880704,33948836,222000,33948836,222000,5744,3435
ASHLAR,0809e662608eb586090174951f76598c,NFCORE_MCMICRO:MCMICRO:ASHLAR (PUBLIC_0230),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/08/09e662608eb586090174951f76598c,498565,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/ASHLAR/task_0809e662608eb586090174951f76598c/ebpf_attribution_499628.tsv,3305,187942933,31842304,219785237,30000,194717657,7874310,24619,800,129162240,7880704,33949256,221524,33949256,221524,5789,4354
ASHLAR,08c4d95dea3a9be1ccc8b9a09b57727d,NFCORE_MCMICRO:MCMICRO:ASHLAR (PUBLIC_0238),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/08/c4d95dea3a9be1ccc8b9a09b57727d,498133,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/ASHLAR/task_08c4d95dea3a9be1ccc8b9a09b57727d/ebpf_attribution_499108.tsv,3306,196645126,31342592,227987718,29000,194717380,7874310,24620,800,129780736,7880704,33950012,221868,33950012,221868,5825,4110
ASHLAR,0967f356a1ad20d49e890d3ac7f2b3c3,NFCORE_MCMICRO:MCMICRO:ASHLAR (PUBLIC_0248),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/09/67f356a1ad20d49e890d3ac7f2b3c3,498050,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/ASHLAR/task_0967f356a1ad20d49e890d3ac7f2b3c3/ebpf_attribution_498954.tsv,3306,194784518,31444992,226229510,29000,194717471,7874310,24620,800,129497088,7880704,33948816,221736,33948816,221736,5771,5250
ASHLAR,09d334e6a706e796c21e14bd74514d8b,NFCORE_MCMICRO:MCMICRO:ASHLAR (PUBLIC_0236),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/09/d334e6a706e796c21e14bd74514d8b,498029,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/ASHLAR/task_09d334e6a706e796c21e14bd74514d8b/ebpf_attribution_498944.tsv,3305,196644446,31371264,228015710,29000,194717462,7874310,24619,800,129382400,7880704,33948788,221760,33948788,221760,5760,4910
ASHLAR,0a507c625b25353c8b54b6a97059606c,NFCORE_MCMICRO:MCMICRO:ASHLAR (PUBLIC_0380),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/0a/507c625b25353c8b54b6a97059606c,199639,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/ASHLAR/task_0a507c625b25353c8b54b6a97059606c/ebpf_attribution_200291.tsv,3306,194800773,31436800,226237573,29000,194717494,7874309,24620,800,130106368,7880704,33949076,221352,33949076,221352,5715,4909
ASHLAR,0a6ffd72bdbc1262db4f0ba112c42e54,NFCORE_MCMICRO:MCMICRO:ASHLAR (PUBLIC_0054),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/0a/6ffd72bdbc1262db4f0ba112c42e54,2236027,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/ASHLAR/task_0a6ffd72bdbc1262db4f0ba112c42e54/ebpf_attribution_2236674.tsv,3304,187989266,31649792,219639058,31000,194708824,7874325,24618,800,130073600,7880704,33947092,223152,33947092,223152,5787,3437
ASHLAR,0ae565da4e8d1ac3bbc20337238cfea0,NFCORE_MCMICRO:MCMICRO:ASHLAR (PUBLIC_0323),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/0a/e565da4e8d1ac3bbc20337238cfea0,2340905,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/ASHLAR/task_0ae565da4e8d1ac3bbc20337238cfea0/ebpf_attribution_2341194.tsv,3306,189687860,30904320,220592180,29000,194717798,7874325,24621,800,125685760,7880704,33948852,222040,33948852,222040,5750,2751
ASHLAR,0d0f8f69cdae585098fe43107cc24d1e,NFCORE_MCMICRO:MCMICRO:ASHLAR (PUBLIC_0031),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/0d/0f8f69cdae585098fe43107cc24d1e,463922,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/ASHLAR/task_0d0f8f69cdae585098fe43107cc24d1e/ebpf_attribution_464646.tsv,3306,189503703,30900224,220403927,29000,194717375,7874310,24620,800,129617920,7888896,33948792,221508,33948792,221508,5813,7068
ASHLAR,0dc48f07af08228b04bfd22eb3c730fd,NFCORE_MCMICRO:MCMICRO:ASHLAR (PUBLIC_0270),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/0d/c48f07af08228b04bfd22eb3c730fd,165359,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/ASHLAR/task_0dc48f07af08228b04bfd22eb3c730fd/ebpf_attribution_166321.tsv,3306,188802892,31309824,220112716,29000,194717479,7874309,24620,800,126212096,7880704,33948816,222072,33948816,222072,5832,3825
ASHLAR,0f1b9fb258df5c7f7a573dcdc1e789b9,NFCORE_MCMICRO:MCMICRO:ASHLAR (PUBLIC_0305),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/0f/1b9fb258df5c7f7a573dcdc1e789b9,2336446,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/ASHLAR/task_0f1b9fb258df5c7f7a573dcdc1e789b9/ebpf_attribution_2336939.tsv,3306,188300698,31481856,219782554,30000,194717896,7874325,24621,800,129418240,7880704,33948732,221556,33948732,221556,5899,4124
ASHLAR,0f6ecccb845e9a3d7248d2d40a9992db,NFCORE_MCMICRO:MCMICRO:ASHLAR (PUBLIC_0126),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/0f/6ecccb845e9a3d7248d2d40a9992db,2267999,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/ASHLAR/task_0f6ecccb845e9a3d7248d2d40a9992db/ebpf_attribution_2268120.tsv,3307,196673141,31334400,228007541,31000,194717905,7874325,24621,800,129542144,7880704,33948668,221272,33948668,221272,5962,3114
ASHLAR,0fa46f2cda319e9be753e3af3fd79f0a,NFCORE_MCMICRO:MCMICRO:ASHLAR (PUBLIC_0350),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/0f/a46f2cda319e9be753e3af3fd79f0a,532412,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/ASHLAR/task_0fa46f2cda319e9be753e3af3fd79f0a/ebpf_attribution_533568.tsv,3304,189679445,30892032,220571477,29000,194708447,7874310,24617,800,129898496,7880704,33946228,221552,33946228,221552,5729,4416
ASHLAR,102b76e7650f287f6826e1655acd0bec,NFCORE_MCMICRO:MCMICRO:ASHLAR (PUBLIC_0252),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/10/2b76e7650f287f6826e1655acd0bec,498410,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/ASHLAR/task_102b76e7650f287f6826e1655acd0bec/ebpf_attribution_499595.tsv,3304,189798481,30793728,220592209,29000,194708434,7874310,24617,800,130096128,7880704,33946556,221392,33946556,221392,5825,6253
ASHLAR,11dfad3b87c877f755241c3733908533,NFCORE_MCMICRO:MCMICRO:ASHLAR (PUBLIC_0003),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/11/dfad3b87c877f755241c3733908533,2234402,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/ASHLAR/task_11dfad3b87c877f755241c3733908533/ebpf_attribution_2234879.tsv,3304,187959717,31719424,219679141,30000,194708886,7874325,24618,800,125971456,7880704,33946428,221264,33946428,221264,5736,3548
ASHLAR,1285192441987516149eff7d1656d88a,NFCORE_MCMICRO:MCMICRO:ASHLAR (PUBLIC_0073),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/12/85192441987516149eff7d1656d88a,431077,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/ASHLAR/task_1285192441987516149eff7d1656d88a/ebpf_attribution_431801.tsv,3307,196672914,31334400,228007314,30000,194717465,7874310,24623,800,130061312,7880704,33948820,222416,33948820,222416,5837,3648
ASHLAR,12ce4667fce203348fb4c7ef6d9f726a,NFCORE_MCMICRO:MCMICRO:ASHLAR (PUBLIC_0127),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/12/ce4667fce203348fb4c7ef6d9f726a,2269783,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/ASHLAR/task_12ce4667fce203348fb4c7ef6d9f726a/ebpf_attribution_2270028.tsv,3305,187995756,31674368,219670124,30000,194717895,7874325,24620,800,129152000,7880704,33949332,221544,33949332,221544,5813,3796
ASHLAR,13106ceb74c3ac6744b6d16e55bfef68,NFCORE_MCMICRO:MCMICRO:ASHLAR (PUBLIC_0240),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/13/106ceb74c3ac6744b6d16e55bfef68,498069,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/ASHLAR/task_13106ceb74c3ac6744b6d16e55bfef68/ebpf_attribution_498974.tsv,3306,194802436,31301632,226104068,29000,194717511,7874310,24620,800,129593344,7880704,33948704,221852,33948704,221852,5815,3996
ASHLAR,134b46721b3adbccf3f7e9dd0f96458e,NFCORE_MCMICRO:MCMICRO:ASHLAR (PUBLIC_0136),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/13/4b46721b3adbccf3f7e9dd0f96458e,4833,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/ASHLAR/task_134b46721b3adbccf3f7e9dd0f96458e/ebpf_attribution_25330.tsv,3304,196471757,29753344,226225101,16000,194717022,7874306,24620,800,134857728,7880704,33951428,234424,33951428,234424,6239,1033
ASHLAR,13f0f029254c1acc014d572bd456257c,NFCORE_MCMICRO:MCMICRO:ASHLAR (PUBLIC_0397),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/13/f0f029254c1acc014d572bd456257c,2370594,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/ASHLAR/task_13f0f029254c1acc014d572bd456257c/ebpf_attribution_2371139.tsv,3306,187995832,31690752,219686584,30000,194717890,7874325,24621,800,129327104,7880704,33948944,221760,33948944,221760,5863,3184
ASHLAR,144a944ee9e4257a968aa5ab136f4d99,NFCORE_MCMICRO:MCMICRO:ASHLAR (PUBLIC_0024),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/14/4a944ee9e4257a968aa5ab136f4d99,130938,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/ASHLAR/task_144a944ee9e4257a968aa5ab136f4d99/ebpf_attribution_131681.tsv,3305,196644931,31338496,227983427,28000,194717367,7874309,24619,800,130204672,7880704,33948724,222828,33948724,222828,5763,4386
ASHLAR,1457fad8ee9170838606c64150e85779,NFCORE_MCMICRO:MCMICRO:ASHLAR (PUBLIC_0308),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/14/57fad8ee9170838606c64150e85779,2338245,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/ASHLAR/task_1457fad8ee9170838606c64150e85779/ebpf_attribution_2339657.tsv,3306,187949886,31797248,219747134,30000,194717945,7874325,24621,800,125553664,7880704,33948728,221100,33948728,221100,5692,3989
ASHLAR,1466e76970e04a71fd9e948c40e21043,NFCORE_MCMICRO:MCMICRO:ASHLAR (PUBLIC_0222),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/14/66e76970e04a71fd9e948c40e21043,2307208,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/ASHLAR/task_1466e76970e04a71fd9e948c40e21043/ebpf_attribution_2308346.tsv,3306,196646237,31531008,228177245,29000,194717843,7874325,24621,800,125399040,7880704,33948812,221492,33948812,221492,5850,2898
ASHLAR,14776763cc14befd3256254b31450e61,NFCORE_MCMICRO:MCMICRO:ASHLAR (PUBLIC_0174),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/14/776763cc14befd3256254b31450e61,465680,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/ASHLAR/task_14776763cc14befd3256254b31450e61/ebpf_attribution_466182.tsv,3303,194792640,31481856,226274496,29000,194708334,7874310,24616,800,129062912,7880704,33946500,221692,33946500,221692,5857,3598
ASHLAR,17172cfe6b513c3177c5c119f3030345,NFCORE_MCMICRO:MCMICRO:ASHLAR (PUBLIC_0072),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/17/172cfe6b513c3177c5c119f3030345,431280,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/ASHLAR/task_17172cfe6b513c3177c5c119f3030345/ebpf_attribution_432030.tsv,3307,196673084,31596544,228269628,30000,194717569,7874310,24620,800,129921024,7880704,33949680,223452,33949680,223452,5886,3715
ASHLAR,17f5bf3a506756d07d508e7fc855857c,NFCORE_MCMICRO:MCMICRO:ASHLAR (PUBLIC_0276),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/17/f5bf3a506756d07d508e7fc855857c,164988,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/ASHLAR/task_17f5bf3a506756d07d508e7fc855857c/ebpf_attribution_165880.tsv,3306,194800241,31526912,226327153,29000,194717305,7874309,24620,800,129992704,7880704,33948880,222296,33948880,222296,5854,3558
ASHLAR,181e50619ea88edd3201d5a2e5300cc1,NFCORE_MCMICRO:MCMICRO:ASHLAR (PUBLIC_0264),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/18/1e50619ea88edd3201d5a2e5300cc1,164968,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/ASHLAR/task_181e50619ea88edd3201d5a2e5300cc1/ebpf_attribution_165780.tsv,3304,194790971,31412224,226203195,29000,194708222,7874309,24617,800,126168064,7880704,33946452,222016,33946452,222016,5757,3655
ASHLAR,183169528fcea0944c5213c7aeb1f2ce,NFCORE_MCMICRO:MCMICRO:ASHLAR (PUBLIC_0096),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/18/3169528fcea0944c5213c7aeb1f2ce,98413,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/ASHLAR/task_183169528fcea0944c5213c7aeb1f2ce/ebpf_attribution_99184.tsv,3306,196669529,31436800,228106329,31000,194717577,7874307,24620,800,129480704,7880704,33956180,243504,33964664,248508,6179,5397
ASHLAR,1847ff708cb585fdb1b821684e21c5b9,NFCORE_MCMICRO:MCMICRO:ASHLAR (PUBLIC_0318),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/18/47ff708cb585fdb1b821684e21c5b9,2338228,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/ASHLAR/task_1847ff708cb585fdb1b821684e21c5b9/ebpf_attribution_2339682.tsv,3306,187949786,31756288,219706074,30000,194717843,7874325,24621,800,125144064,7880704,33949028,222412,33949028,222412,5746,3924
ASHLAR,1915483cdb118a06ca03e87c955d51ee,NFCORE_MCMICRO:MCMICRO:ASHLAR (PUBLIC_0153),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/19/15483cdb118a06ca03e87c955d51ee,463921,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/ASHLAR/task_1915483cdb118a06ca03e87c955d51ee/ebpf_attribution_464569.tsv,3304,196639304,31588352,228227656,29000,194708347,7874310,24617,800,129956864,7888896,33946460,222732,33946460,222732,5792,4476
ASHLAR,1964fd85b372fba9cd8f45374cef78cb,NFCORE_MCMICRO:MCMICRO:ASHLAR (PUBLIC_0266),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/19/64fd85b372fba9cd8f45374cef78cb,164964,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/ASHLAR/task_1964fd85b372fba9cd8f45374cef78cb/ebpf_attribution_165979.tsv,3306,187946329,31666176,219612505,30000,194717428,7874309,24620,800,125967360,7880704,33949084,221648,33949084,221648,5711,5369
ASHLAR,196d49cfe3b3a12c8ff4563aa8e7546a,NFCORE_MCMICRO:MCMICRO:ASHLAR (PUBLIC_0100),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/19/6d49cfe3b3a12c8ff4563aa8e7546a,98419,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/ASHLAR/task_196d49cfe3b3a12c8ff4563aa8e7546a/ebpf_attribution_99432.tsv,3305,196663532,31543296,228206828,30000,194708356,7874307,24617,800,129709056,7880704,33946116,221112,33946116,221112,5907,3443
ASHLAR,196e47646a575a0b0023df57c71d97e3,NFCORE_MCMICRO:MCMICRO:ASHLAR (PUBLIC_0021),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/19/6e47646a575a0b0023df57c71d97e3,465583,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/ASHLAR/task_196e47646a575a0b0023df57c71d97e3/ebpf_attribution_466098.tsv,3306,194798606,31334400,226133006,29000,194717457,7874310,24620,800,129448960,7880704,33948888,221828,33948888,221828,5818,3642
ASHLAR,19bb94890c85f75920dd097c779a3cae,NFCORE_MCMICRO:MCMICRO:ASHLAR (PUBLIC_0084),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/19/bb94890c85f75920dd097c779a3cae,431302,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/ASHLAR/task_19bb94890c85f75920dd097c779a3cae/ebpf_attribution_432079.tsv,3303,196664552,31326208,227990760,30000,194708380,7874310,24616,800,130048000,7880704,33947644,236064,33961792,248772,6370,6904
