process,task_hash,task_name,work_dir,wrapper_pid,ebpf_tsv,ebpf_files,ebpf_read_bytes,ebpf_mmap_bytes,ebpf_total_bytes,trace_realtime_ms,trace_rchar,trace_wchar,trace_syscr,trace_syscw,trace_read_bytes,trace_write_bytes,trace_vmem_kb,trace_rss_kb,trace_peak_vmem_kb,trace_peak_rss_kb,trace_vol_ctxt,trace_inv_ctxt
BACKSUB,5e6cfc6f96c97499cd0959193fef22ae,NFCORE_MCMICRO:MCMICRO:BACKSUB (PUBLIC_0035),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/5e/6cfc6f96c97499cd0959193fef22ae,4822,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/BACKSUB/task_5e6cfc6f96c97499cd0959193fef22ae/ebpf_attribution_12340.tsv,3280,86268293,30699520,116967813,10080,84807091,14766674,16249,101,121285632,14839808,786064,272584,786096,272584,6439,149
BACKSUB,5e73f054008d0029a8442a2475043883,NFCORE_MCMICRO:MCMICRO:BACKSUB (PUBLIC_0242),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/5e/73f054008d0029a8442a2475043883,233471,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/BACKSUB/task_5e73f054008d0029a8442a2475043883/ebpf_attribution_233626.tsv,3290,82206517,31363072,113569589,16906,84807792,14766696,16250,101,117744640,14839808,862932,280792,925364,280792,6462,255
BACKSUB,5e8cac1d762ce0f8516a4e22e259278c,NFCORE_MCMICRO:MCMICRO:BACKSUB (PUBLIC_0131),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/5e/8cac1d762ce0f8516a4e22e259278c,3181360,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/BACKSUB/task_5e8cac1d762ce0f8516a4e22e259278c/ebpf_attribution_3181664.tsv,3290,82344495,30982144,113326639,18168,84807794,14766696,16250,101,117406720,14839808,862952,280376,925388,280376,6474,273
BACKSUB,5e95ea2e80614e84cad5c51b4887c88d,NFCORE_MCMICRO:MCMICRO:BACKSUB (PUBLIC_0103),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/5e/95ea2e80614e84cad5c51b4887c88d,3177390,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/BACKSUB/task_5e95ea2e80614e84cad5c51b4887c88d/ebpf_attribution_3177437.tsv,3284,86298967,30642176,116941143,10555,84807785,14766696,16249,101,117716992,14839808,772680,266588,772712,266588,6343,158
BACKSUB,5e982d419e7cee0dd0e349cd252f4221,NFCORE_MCMICRO:MCMICRO:BACKSUB (PUBLIC_0276),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/5e/982d419e7cee0dd0e349cd252f4221,2789400,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/BACKSUB/task_5e982d419e7cee0dd0e349cd252f4221/ebpf_attribution_2789554.tsv,3292,84504414,30998528,115502942,19555,84807798,14766697,16250,101,121149440,14839808,1458072,281636,1527060,286836,6676,1545
BACKSUB,5e9cf23112ccdcd134170a4506adf5cc,NFCORE_MCMICRO:MCMICRO:BACKSUB (PUBLIC_0084),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/5e/9cf23112ccdcd134170a4506adf5cc,40731,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/BACKSUB/task_5e9cf23112ccdcd134170a4506adf5cc/ebpf_attribution_41180.tsv,3292,81100156,31604736,112704892,20220,84807189,14766677,16249,101,121396224,14839808,863468,280904,925360,280904,6338,1689
BACKSUB,5eaf55c5ca85cd7d268df203ab9e6ae7,NFCORE_MCMICRO:MCMICRO:BACKSUB (PUBLIC_0150),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/5e/af55c5ca85cd7d268df203ab9e6ae7,2681286,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/BACKSUB/task_5eaf55c5ca85cd7d268df203ab9e6ae7/ebpf_attribution_2681785.tsv,3292,85928576,30515200,116443776,19270,84807793,14766697,16249,101,121240576,14839808,1458072,281556,1527064,286344,6757,398
BACKSUB,5ef906628f5a51a918cefe12bbdf330c,NFCORE_MCMICRO:MCMICRO:BACKSUB (PUBLIC_0383),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/5e/f906628f5a51a918cefe12bbdf330c,6347,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/BACKSUB/task_5ef906628f5a51a918cefe12bbdf330c/ebpf_attribution_6436.tsv,3284,82653841,31166464,113820305,10986,84807159,14766681,16250,101,121121792,14839808,1462588,286392,1527072,287164,6676,165
BACKSUB,5f00c6e4439cee009b2a74ce018f136f,NFCORE_MCMICRO:MCMICRO:BACKSUB (PUBLIC_0039),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/5f/00c6e4439cee009b2a74ce018f136f,46943,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/BACKSUB/task_5f00c6e4439cee009b2a74ce018f136f/ebpf_attribution_47242.tsv,3292,81101235,31334400,112435635,19748,84807227,14766677,16249,101,117427200,14839808,1458072,283324,1527060,288116,6500,4091
BACKSUB,5f08597d2e1da3ee6a755f2ac7d22afe,NFCORE_MCMICRO:MCMICRO:BACKSUB (PUBLIC_0135),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/5f/08597d2e1da3ee6a755f2ac7d22afe,132716,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/BACKSUB/task_5f08597d2e1da3ee6a755f2ac7d22afe/ebpf_attribution_132742.tsv,3288,85265319,30908416,116173735,16250,84807792,14766697,16249,101,117575680,14839808,1462056,285376,1527080,286124,6533,300
BACKSUB,5f18f4f78fcbaebdc10bdfe323609ac8,NFCORE_MCMICRO:MCMICRO:BACKSUB (PUBLIC_0338),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/5f/18f4f78fcbaebdc10bdfe323609ac8,104341,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/BACKSUB/task_5f18f4f78fcbaebdc10bdfe323609ac8/ebpf_attribution_104901.tsv,3292,81100295,31293440,112393735,19870,84807231,14766679,16249,101,121339904,14839808,1463116,286408,1463692,286604,6320,4677
BACKSUB,5f3356242a23609e08f6ae5d244fa1d1,NFCORE_MCMICRO:MCMICRO:BACKSUB (PUBLIC_0197),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/5f/3356242a23609e08f6ae5d244fa1d1,168510,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/BACKSUB/task_5f3356242a23609e08f6ae5d244fa1d1/ebpf_attribution_168914.tsv,3292,81221561,31203328,112424889,19782,84807794,14766697,16249,101,117575680,14839808,1458076,282884,1527064,287656,6842,771
BACKSUB,5f512bf77a14e885dd99184ed582383b,NFCORE_MCMICRO:MCMICRO:BACKSUB (PUBLIC_0101),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/5f/512bf77a14e885dd99184ed582383b,3177366,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/BACKSUB/task_5f512bf77a14e885dd99184ed582383b/ebpf_attribution_3177420.tsv,3292,86318368,30646272,116964640,17401,84807783,14766697,16248,101,117629952,14839808,1458068,282040,1527060,287312,6675,315
BACKSUB,5f5fc24a10b595d04b974755177d42e7,NFCORE_MCMICRO:MCMICRO:BACKSUB (PUBLIC_0319),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/5f/5fc24a10b595d04b974755177d42e7,122623,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/BACKSUB/task_5f5fc24a10b595d04b974755177d42e7/ebpf_attribution_123234.tsv,3292,81082266,31428608,112510874,20335,84807228,14766679,16249,101,117640192,14839808,863468,281204,925360,281204,6279,1905
BACKSUB,5fc8c9cc462aa3b6d0947fee1eca8697,NFCORE_MCMICRO:MCMICRO:BACKSUB (PUBLIC_0360),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/5f/c8c9cc462aa3b6d0947fee1eca8697,2541213,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/BACKSUB/task_5fc8c9cc462aa3b6d0947fee1eca8697/ebpf_attribution_2541431.tsv,3292,81107350,31240192,112347542,19680,84807803,14766697,16251,101,121469952,14839808,1463124,286456,1527064,286676,6627,4270
BACKSUB,5feacca80732a60b595addaa2fb0df03,NFCORE_MCMICRO:MCMICRO:BACKSUB (PUBLIC_0355),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/5f/eacca80732a60b595addaa2fb0df03,3970345,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/BACKSUB/task_5feacca80732a60b595addaa2fb0df03/ebpf_attribution_3970554.tsv,3294,80400412,31375360,111775772,19837,84807798,14766697,16250,101,117804032,14839808,1458076,282016,1529236,288900,6560,1856
BACKSUB,5ff818b7109d546d9ce8d4ed0ec1d6ee,NFCORE_MCMICRO:MCMICRO:BACKSUB (PUBLIC_0239),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/5f/f818b7109d546d9ce8d4ed0ec1d6ee,2752244,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/BACKSUB/task_5ff818b7109d546d9ce8d4ed0ec1d6ee/ebpf_attribution_2752344.tsv,3292,82217189,30789632,113006821,19454,84807798,14766697,16250,101,121242624,14839808,1462576,285916,1527060,286300,6277,1763
BACKSUB,6023dfbf347873f8b0e78c2dea9b7aa5,NFCORE_MCMICRO:MCMICRO:BACKSUB (PUBLIC_0111),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/60/23dfbf347873f8b0e78c2dea9b7aa5,4097371,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/BACKSUB/task_6023dfbf347873f8b0e78c2dea9b7aa5/ebpf_attribution_4097526.tsv,3292,81098578,31305728,112404306,20048,84807792,14766697,16249,101,117906432,14839808,1462580,285544,1529232,288344,6315,2372
BACKSUB,6025e775da2759a43b9fdbcc4bea0236,NFCORE_MCMICRO:MCMICRO:BACKSUB (PUBLIC_0245),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/60/25e775da2759a43b9fdbcc4bea0236,242079,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/BACKSUB/task_6025e775da2759a43b9fdbcc4bea0236/ebpf_attribution_242190.tsv,3292,84863472,31219712,116083184,19383,84807804,14766696,16251,101,117767168,14839808,1458084,282088,1527072,287376,6618,2077
BACKSUB,602dc6449550538382ba56ae2698a15c,NFCORE_MCMICRO:MCMICRO:BACKSUB (PUBLIC_0255),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/60/2dc6449550538382ba56ae2698a15c,242961,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/BACKSUB/task_602dc6449550538382ba56ae2698a15c/ebpf_attribution_243669.tsv,3294,80766107,31657984,112424091,19996,84807799,14766697,16250,101,117490688,14839808,1458084,281324,1527072,286392,6667,1553
BACKSUB,60475eac2db27d57b8f0fa2b4dbb7fe4,NFCORE_MCMICRO:MCMICRO:BACKSUB (PUBLIC_0190),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/60/475eac2db27d57b8f0fa2b4dbb7fe4,168523,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/BACKSUB/task_60475eac2db27d57b8f0fa2b4dbb7fe4/ebpf_attribution_169066.tsv,3292,84139093,31121408,115260501,19582,84807794,14766697,16249,101,117672960,14839808,1458072,281204,1527064,286504,6659,603
BACKSUB,604e0675e9d7b8a31748b480a2ddc264,NFCORE_MCMICRO:MCMICRO:BACKSUB (PUBLIC_0329),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/60/4e0675e9d7b8a31748b480a2ddc264,2850898,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/BACKSUB/task_604e0675e9d7b8a31748b480a2ddc264/ebpf_attribution_2851696.tsv,3293,81707137,31453184,113160321,19504,84807796,14766697,16251,101,121617408,14839808,1458080,281716,1527068,286428,6763,548
BACKSUB,605f0c2e9a90e2a11adda2b3530c68a2,NFCORE_MCMICRO:MCMICRO:BACKSUB (PUBLIC_0014),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/60/5f0c2e9a90e2a11adda2b3530c68a2,3146117,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/BACKSUB/task_605f0c2e9a90e2a11adda2b3530c68a2/ebpf_attribution_3146842.tsv,3292,81079011,31244288,112323299,20376,84807794,14766697,16250,101,117373952,14839808,1462028,285740,1527056,287100,6245,4158
BACKSUB,605f2a7765a006096cdd4b37ad7884d4,NFCORE_MCMICRO:MCMICRO:BACKSUB (PUBLIC_0259),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/60/5f2a7765a006096cdd4b37ad7884d4,2478789,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/BACKSUB/task_605f2a7765a006096cdd4b37ad7884d4/ebpf_attribution_2479104.tsv,3292,82288302,31432704,113721006,19173,84807798,14766697,16250,101,121205760,14839808,1458080,281444,1527068,286324,6716,550
BACKSUB,6075d9b0454409aeb77d5d4e2061b58f,NFCORE_MCMICRO:MCMICRO:BACKSUB (PUBLIC_0049),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/60/75d9b0454409aeb77d5d4e2061b58f,4820,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/BACKSUB/task_6075d9b0454409aeb77d5d4e2061b58f/ebpf_attribution_43533.tsv,3286,81167025,31621120,112788145,11297,84807134,14766677,16248,101,121106432,14839808,1457820,282632,1527072,286864,6780,168
BACKSUB,609ffc6d4d0beb47be5c6506aae7228b,NFCORE_MCMICRO:MCMICRO:BACKSUB (PUBLIC_0127),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/60/9ffc6d4d0beb47be5c6506aae7228b,3517223,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/BACKSUB/task_609ffc6d4d0beb47be5c6506aae7228b/ebpf_attribution_3518194.tsv,3292,81106455,31232000,112338455,19674,84807793,14766697,16250,101,117705728,14839808,1462040,285192,1527068,286660,6382,1498
BACKSUB,60a3c767266eed266636fe1c4cace344,NFCORE_MCMICRO:MCMICRO:BACKSUB (PUBLIC_0334),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/60/a3c767266eed266636fe1c4cace344,661776,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/BACKSUB/task_60a3c767266eed266636fe1c4cace344/ebpf_attribution_662417.tsv,3292,86318153,30425088,116743241,19184,84807465,14766688,16250,101,117581824,14839808,1458084,281540,1527072,286808,6492,2074
BACKSUB,60d774bb870c25ce1406ad7661779a37,NFCORE_MCMICRO:MCMICRO:BACKSUB (PUBLIC_0371),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/60/d774bb870c25ce1406ad7661779a37,121843,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/BACKSUB/task_60d774bb870c25ce1406ad7661779a37/ebpf_attribution_122658.tsv,3288,81193749,31354880,112548629,13280,84807305,14766685,16250,101,121325568,14839808,1457828,280984,1527072,286352,6896,285
BACKSUB,610f88d0b10ee62466f156e11fb64f73,NFCORE_MCMICRO:MCMICRO:BACKSUB (PUBLIC_0003),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/61/0f88d0b10ee62466f156e11fb64f73,67739,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/BACKSUB/task_610f88d0b10ee62466f156e11fb64f73/ebpf_attribution_68135.tsv,3292,81083686,31420416,112504102,19930,84807788,14766697,16249,101,117462016,14839808,1458080,281516,1527064,286808,6390,2468
BACKSUB,6122150ce7d9eaf585c65f0a39a7fce7,NFCORE_MCMICRO:MCMICRO:BACKSUB (PUBLIC_0012),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/61/22150ce7d9eaf585c65f0a39a7fce7,3146118,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/BACKSUB/task_6122150ce7d9eaf585c65f0a39a7fce7/ebpf_attribution_3146540.tsv,3292,81076853,31227904,112304757,20154,84807793,14766697,16250,101,117535744,14839808,1458076,281448,1527064,286808,6472,2573
BACKSUB,6128c5d4a3fdf29ab78f091202dd5a35,NFCORE_MCMICRO:MCMICRO:BACKSUB (PUBLIC_0301),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/61/28c5d4a3fdf29ab78f091202dd5a35,2820479,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/BACKSUB/task_6128c5d4a3fdf29ab78f091202dd5a35/ebpf_attribution_2821275.tsv,3292,85388951,30576640,115965591,19133,84807798,14766697,16250,101,117354496,14839808,1458068,281536,1527060,286912,6699,400
BACKSUB,613a168395bef3b7e3a1c14802bda76c,NFCORE_MCMICRO:MCMICRO:BACKSUB (PUBLIC_0050),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/61/3a168395bef3b7e3a1c14802bda76c,52870,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/BACKSUB/task_613a168395bef3b7e3a1c14802bda76c/ebpf_attribution_54117.tsv,3292,84207610,30924800,115132410,19205,84807296,14766685,16251,101,117550080,14839808,1463116,286508,1527056,286828,6476,2983
BACKSUB,615d2ebcef7af4095f9b79f7225ebadf,NFCORE_MCMICRO:MCMICRO:BACKSUB (PUBLIC_0174),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/61/5d2ebcef7af4095f9b79f7225ebadf,3239495,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/BACKSUB/task_615d2ebcef7af4095f9b79f7225ebadf/ebpf_attribution_3239899.tsv,3292,85531394,30646272,116177666,19175,84807794,14766697,16249,101,117882880,14839808,1458084,281524,1527076,286848,6728,369
BACKSUB,6173b2f8065bf11461cf213745d15894,NFCORE_MCMICRO:MCMICRO:BACKSUB (PUBLIC_0041),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/61/73b2f8065bf11461cf213745d15894,4853,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/BACKSUB/task_6173b2f8065bf11461cf213745d15894/ebpf_attribution_36445.tsv,3282,86177577,30752768,116930345,10255,84807203,14766683,16249,101,121623552,14839808,775328,270396,775360,270396,6399,154
BACKSUB,617c6cda4cf6bf6251e7b1fddcc0a0dd,NFCORE_MCMICRO:MCMICRO:BACKSUB (PUBLIC_0368),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/61/7c6cda4cf6bf6251e7b1fddcc0a0dd,3083072,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/BACKSUB/task_617c6cda4cf6bf6251e7b1fddcc0a0dd/ebpf_attribution_3083238.tsv,3292,81083988,31277056,112361044,19515,84807794,14766697,16249,101,117541888,14839808,1458084,281100,1463708,286364,6655,1495
BACKSUB,618034b3dfb8da69fefb39ecec296abe,NFCORE_MCMICRO:MCMICRO:BACKSUB (PUBLIC_0207),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/61/8034b3dfb8da69fefb39ecec296abe,2744165,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/BACKSUB/task_618034b3dfb8da69fefb39ecec296abe/ebpf_attribution_2744229.tsv,3294,86319272,30654464,116973736,17187,84807796,14766697,16250,101,117494784,14839808,1458068,281228,1527060,286492,6664,312
BACKSUB,6183f555f100b4dd697f6fc984ae5328,NFCORE_MCMICRO:MCMICRO:BACKSUB (PUBLIC_0177),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/61/83f555f100b4dd697f6fc984ae5328,3788533,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/BACKSUB/task_6183f555f100b4dd697f6fc984ae5328/ebpf_attribution_3788944.tsv,3292,86318572,30769152,117087724,18954,84807789,14766697,16249,101,117615616,14839808,1458076,281524,1527068,286360,6690,378
BACKSUB,61be41fcbd23ab044da4a82dfb0957d7,NFCORE_MCMICRO:MCMICRO:BACKSUB (PUBLIC_0394),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/61/be41fcbd23ab044da4a82dfb0957d7,2912238,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/BACKSUB/task_61be41fcbd23ab044da4a82dfb0957d7/ebpf_attribution_2912337.tsv,3292,86318361,30617600,116935961,18785,84807792,14766697,16250,101,121163776,14839808,1458064,281392,1527056,286572,6631,434
BACKSUB,61d458ad9ca7495ec87637841ac2cd7c,NFCORE_MCMICRO:MCMICRO:BACKSUB (PUBLIC_0151),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/61/d458ad9ca7495ec87637841ac2cd7c,2681288,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/BACKSUB/task_61d458ad9ca7495ec87637841ac2cd7c/ebpf_attribution_2681837.tsv,3292,84586350,31006720,115593070,19455,84807792,14766697,16249,101,121436160,14839808,1458076,281664,1527064,286904,6700,404
BACKSUB,620b6ef3ffa3e0f08648835ad9bfbcb1,NFCORE_MCMICRO:MCMICRO:BACKSUB (PUBLIC_0054),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/62/0b6ef3ffa3e0f08648835ad9bfbcb1,5018,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/BACKSUB/task_620b6ef3ffa3e0f08648835ad9bfbcb1/ebpf_attribution_37666.tsv,3284,86299101,30662656,116961757,10798,84807149,14766676,16249,101,121496576,14839808,790104,273880,790140,273880,6335,232
BACKSUB,620fb2d5523334a84a4310c92f498592,NFCORE_MCMICRO:MCMICRO:BACKSUB (PUBLIC_0206),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/62/0fb2d5523334a84a4310c92f498592,3815405,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/BACKSUB/task_620fb2d5523334a84a4310c92f498592/ebpf_attribution_3815910.tsv,3292,86316565,30453760,116770325,19204,84807788,14766697,16249,101,117664768,14839808,1458076,281684,1527068,286920,6797,487
BACKSUB,62451fb3b75ac6eec1b02c2290b39183,NFCORE_MCMICRO:MCMICRO:BACKSUB (PUBLIC_0128),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/62/451fb3b75ac6eec1b02c2290b39183,107388,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/BACKSUB/task_62451fb3b75ac6eec1b02c2290b39183/ebpf_attribution_107630.tsv,3292,86059156,30744576,116803732,18966,84893313,14766697,16249,101,117460992,14839808,1458072,282952,1527064,287560,6667,419
BACKSUB,6263e71dac136b7d822d0cd8e6c23b8c,NFCORE_MCMICRO:MCMICRO:BACKSUB (PUBLIC_0227),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/62/63e71dac136b7d822d0cd8e6c23b8c,3295072,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/BACKSUB/task_6263e71dac136b7d822d0cd8e6c23b8c/ebpf_attribution_3295636.tsv,3292,81708140,31170560,112878700,19559,84807789,14766697,16249,101,117748736,14839808,1458084,281640,1527072,287140,6746,424
BACKSUB,6272c0c7d84ff9d4963eb2957449f559,NFCORE_MCMICRO:MCMICRO:BACKSUB (PUBLIC_0033),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/62/72c0c7d84ff9d4963eb2957449f559,51495,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/BACKSUB/task_6272c0c7d84ff9d4963eb2957449f559/ebpf_attribution_51663.tsv,3292,81159372,31461376,112620748,19396,84807283,14766684,16250,101,117550080,14839808,1458072,281024,1527060,286256,6608,3929
BACKSUB,6277dccc0be0de2718899a90c6b012cc,NFCORE_MCMICRO:MCMICRO:BACKSUB (PUBLIC_0342),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/62/77dccc0be0de2718899a90c6b012cc,150278,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/BACKSUB/task_6277dccc0be0de2718899a90c6b012cc/ebpf_attribution_150680.tsv,3292,81041610,31498240,112539850,20154,84807270,14766677,16249,101,121111552,14839808,862384,280004,925360,280004,6090,2896
BACKSUB,6286d656bedfc3d6db77bd47bb42695c,NFCORE_MCMICRO:MCMICRO:BACKSUB (PUBLIC_0058),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/62/86d656bedfc3d6db77bd47bb42695c,4986,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/BACKSUB/task_6286d656bedfc3d6db77bd47bb42695c/ebpf_attribution_5836.tsv,3288,85190602,30912512,116103114,11885,84807151,14766680,16250,101,121458688,14839808,1458092,281760,1529252,286648,6764,210
BACKSUB,6295f5b610627a118f8fa08552445bfe,NFCORE_MCMICRO:MCMICRO:BACKSUB (PUBLIC_0186),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/62/95f5b610627a118f8fa08552445bfe,168514,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/BACKSUB/task_6295f5b610627a118f8fa08552445bfe/ebpf_attribution_168924.tsv,3292,81185644,31399936,112585580,19718,84807793,14766697,16249,101,117470208,14839808,1458072,281504,1529232,286128,6729,552
BACKSUB,62d7f70eea9d686a1e946b5f3dbb96c0,NFCORE_MCMICRO:MCMICRO:BACKSUB (PUBLIC_0096),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/62/d7f70eea9d686a1e946b5f3dbb96c0,4912,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/BACKSUB/task_62d7f70eea9d686a1e946b5f3dbb96c0/ebpf_attribution_22525.tsv,3280,86268524,30871552,117140076,10202,84807189,14766682,16249,101,121335808,14839808,775336,269848,775368,269848,6384,151
BACKSUB,62ed5c04e8e241a85897b1ff1569be05,NFCORE_MCMICRO:MCMICRO:BACKSUB (PUBLIC_0189),/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/work/62/ed5c04e8e241a85897b1ff1569be05,2447258,/shared/mcmicro_slurm_runs/mcmicro_slurm_public_5k_1/results/ebpf/BACKSUB/task_62ed5c04e8e241a85897b1ff1569be05/ebpf_attribution_2447551.tsv,3292,81100238,31289344,112389582,19181,84807803,14766697,16251,101,121455616,14839808,1458084,281728,1463708,286872,6628,603
